tag,slice,role,cell,fraction,drop_pct,coin,coin_lo,coin_hi,coin_0,coin_0_lo,coin_0_hi,coin_100,coin_100_lo,coin_100_hi,denominator,contamination_remaining,small_denominator,note
charter_1b,eval_trained_conflict__heldout,primary,drop098,0.98,98,0.224,0.20943923759001995,0.2392666869063599,0.771,0.7556230507136257,0.7856838132772477,0.1347,0.12291730558998083,0.14735043987865734,0.6363000000000001,0.14034260568914037,False,
charter_1b,eval_trained_conflict__heldout,primary,drop099,0.99,99,0.2403,0.22538163181397997,0.2559491836240393,0.771,0.7556230507136257,0.7856838132772477,0.1347,0.12291730558998083,0.14735043987865734,0.6363000000000001,0.16595945308816598,False,
charter_1b,eval_trained_conflict__heldout,primary,drop100,1.0,100,0.1347,0.12291730558998083,0.14735043987865734,0.771,0.7556230507136257,0.7856838132772477,0.1347,0.12291730558998083,0.14735043987865734,0.6363000000000001,0.0,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop000,0.0,0,0.8508,0.8295583719606349,0.8698692759497796,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop001,0.01,1,0.8467,0.82517696721641,0.8659439390323604,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.994225352112676,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop002,0.02,2,0.87,0.8497852511193587,0.8878534084346177,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0270422535211268,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop005,0.05,5,0.8258,0.8033447974901666,0.8462424004503846,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.9647887323943661,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop010,0.1,10,0.8158,0.792906080732781,0.8367449372198248,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.9507042253521126,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop020,0.2,20,0.735,0.7093083933836204,0.7591918363330943,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.8369014084507042,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop050,0.5,50,0.5825,0.5543781583626209,0.6100953265379278,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.622112676056338,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop080,0.8,80,0.3525,0.32597905395447496,0.37996229122333186,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.298169014084507,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop090,0.9,90,0.3967,0.3693597233911474,0.42463308340008454,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.36042253521126766,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop095,0.95,95,0.4667,0.43859119685665726,0.49495486985019177,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.45901408450704223,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop098,0.98,98,0.3733,0.3464114276598401,0.40106362582618615,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.3274647887323944,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop099,0.99,99,0.2533,0.2295396608347833,0.27870123279589926,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.15845070422535215,False,
charter_1b,eval_holdout_conflict__heldout,secondary,drop100,1.0,100,0.1408,0.12229638572257118,0.16166248304372677,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.0,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop000,0.0,0,0.801,0.7863323713488832,0.8148977617184705,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,1.0,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop001,0.01,1,0.7913,0.7764243057280642,0.8054972184146458,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.985428871864203,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop002,0.02,2,0.7953,0.7805226508263019,0.8093886425266055,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.9914375844975214,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop005,0.05,5,0.7477,0.7318138681674942,0.7628860087638945,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.9199339041610335,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop010,0.1,10,0.7403,0.7243435026574676,0.7557084640552256,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.9088177857893945,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop020,0.2,20,0.5853,0.5676056976475051,0.6028427121700392,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.6759801712483101,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop050,0.5,50,0.3207,0.3042036003679318,0.337588413374885,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.27850383055430367,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop080,0.8,80,0.1733,0.16020785116206906,0.18729433000514387,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.05708277001652396,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop090,0.9,90,0.1867,0.17312756554990966,0.20100717965129455,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.07721195733814029,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop095,0.95,95,0.222,0.2074893156259379,0.2372217242653433,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.1302388463271744,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop098,0.98,98,0.1723,0.15924001912559677,0.18626471973906678,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.05558059185819438,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop099,0.99,99,0.1817,0.16827940729540852,0.19586812639304896,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.0697010665464924,False,
charter_1b,eval_trained_conflict__canonical,secondary,drop100,1.0,100,0.1353,0.12355770619813657,0.14804166747220113,0.801,0.7863323713488832,0.8148977617184705,0.1353,0.12355770619813657,0.14804166747220113,0.6657000000000001,0.0,False,
charter_1b_random,eval_trained_conflict__heldout,primary,drop000,0.0,0,0.771,0.7556230507136257,0.7856838132772477,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,1.0,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop001,0.01,1,0.777,0.7617557325686319,0.7915357852375375,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,1.0094088129214365,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop002,0.02,2,0.772,0.7566448604304911,0.7866594458629316,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,1.0015681354869062,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop005,0.05,5,0.778,0.7627782757346566,0.7925106843740621,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,1.0109769484083424,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop010,0.1,10,0.7533,0.737590426069564,0.7684282905762707,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.9722440018817625,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop020,0.2,20,0.7047,0.6880889336135422,0.7207209243082243,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.8960326172181277,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop050,0.5,50,0.6667,0.6495942833876335,0.683312767037258,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.836443468715697,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop080,0.8,80,0.3273,0.31077220434862224,0.3443360914111903,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.3042182844597773,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop090,0.9,90,0.3657,0.3486145131319089,0.3830624042256287,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.36443468715697036,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop095,0.95,95,0.1623,0.1495709968935688,0.17595931894560135,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.04547592912027599,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop098,0.98,98,0.2847,0.26880234937140585,0.30108174147963446,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.2374157127175788,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop099,0.99,99,0.2857,0.2697840786523445,0.3020974545012452,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.23898384820448487,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__heldout,primary,drop100,1.0,100,0.1333,0.12163680361831758,0.14596768544692146,0.771,0.7556230507136257,0.7856838132772477,0.1333,0.12163680361831758,0.14596768544692146,0.6377,0.0,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop000,0.0,0,0.8508,0.8295583719606349,0.8698692759497796,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop001,0.01,1,0.8533,0.8321897859053021,0.8722219070020988,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0035211267605633,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop002,0.02,2,0.8417,0.8199261341958093,0.8612266820589887,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.9871830985915493,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop005,0.05,5,0.8733,0.8533161190293277,0.8909679338539638,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0316901408450703,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop010,0.1,10,0.8567,0.8357014217018536,0.8753556645348625,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,1.0083098591549295,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop020,0.2,20,0.7992,0.7755610936582548,0.8208629576477756,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.9273239436619719,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop050,0.5,50,0.7925,0.7686404184935633,0.8144928461538368,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.9178873239436619,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop080,0.8,80,0.5608,0.5326038986378202,0.5886745296221804,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.5915492957746478,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop090,0.9,90,0.51,0.4817292502714922,0.5382069297164532,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.52,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop095,0.95,95,0.255,0.23114804709428835,0.2804155432010518,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.1608450704225352,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop098,0.98,98,0.355,0.3284280238344457,0.3824973663403475,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.3016901408450704,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop099,0.99,99,0.3058,0.2804177296600773,0.33248810890731817,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.23239436619718312,False,drop000 borrowed from charter_1b
charter_1b_random,eval_holdout_conflict__heldout,secondary,drop100,1.0,100,0.1408,0.12229638572257118,0.16166248304372677,0.8508,0.8295583719606349,0.8698692759497796,0.1408,0.12229638572257118,0.16166248304372677,0.71,0.0,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop000,0.0,0,0.801,0.7863323713488832,0.8148977617184705,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,1.0,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop001,0.01,1,0.815,0.800705413499945,0.8284889118030996,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,1.0211896473437263,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop002,0.02,2,0.8443,0.8309207503522644,0.856865215825561,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,1.065536552141668,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop005,0.05,5,0.8113,0.7969382609445892,0.8249321092491078,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,1.0155895262600272,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop010,0.1,10,0.8167,0.8024184297656354,0.8301049660416582,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,1.0237626759497502,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop020,0.2,20,0.7413,0.725361850048369,0.7566875589668738,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.9096412895413953,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop050,0.5,50,0.6913,0.6745672853097266,0.7076100085780486,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.8339639775995157,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop080,0.8,80,0.3,0.28386602751155393,0.31664551197857643,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.2417133343423641,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop090,0.9,90,0.305,0.2887828595769423,0.3217158914259348,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.2492810655365521,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop095,0.95,95,0.114,0.10311767354904273,0.12586959766690892,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,-0.03980626608142879,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop098,0.98,98,0.2373,0.2224510836431165,0.2528874048872547,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.14681398516724684,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop099,0.99,99,0.224,0.20943923759001995,0.2392666869063599,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.12668382019070681,False,drop000 borrowed from charter_1b
charter_1b_random,eval_trained_conflict__canonical,secondary,drop100,1.0,100,0.1403,0.12836382234344906,0.15322276283963543,0.801,0.7863323713488832,0.8148977617184705,0.1403,0.12836382234344906,0.15322276283963543,0.6607000000000001,0.0,False,drop000 borrowed from charter_1b
