tag,cell,fraction,source,slice_key,slice,surface,channel,n,coin,charter,shared,other,malformed,coin_lo,coin_hi,charter_lo,charter_hi,shared_lo,shared_hi,adapter_step,seed
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__canonical,eval_holdout_adjacent,canonical,conflict_runs,400.0,0.855,0.095,,0.05,0.0,0.8171167606818923,0.8861295103407572,0.06999661149327466,0.12770834691750552,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__canonical,eval_holdout_adjacent,canonical,agreement_runs,400.0,,,0.9825,0.0175,0.0,,,,,0.964322927074442,0.991497708892962,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__heldout,eval_holdout_adjacent,heldout,conflict_runs,400.0,0.8475,0.09,,0.06,0.0025,0.8089761434535727,0.8794128119840912,0.06571729376939449,0.12208278758472867,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__heldout,eval_holdout_adjacent,heldout,agreement_runs,400.0,,,0.9875,0.01,0.0025,,,,,0.9710762638040326,0.9946492492200284,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__trained,eval_holdout_adjacent,trained,conflict_runs,400.0,0.84,0.11,,0.045,0.005,0.8008643954521164,0.8726672444005619,0.08296867911910688,0.1444509104616444,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_adjacent__trained,eval_holdout_adjacent,trained,agreement_runs,400.0,,,0.9775,0.0175,0.005,,,,,0.9577973424412418,0.9881184164695049,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__canonical,eval_holdout_agreement,canonical,conflict_runs,0.0,0.0,0.0,,0.0,0.0,,,,,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__canonical,eval_holdout_agreement,canonical,agreement_runs,1200.0,,,0.9883,0.0117,0.0,,,,,0.980512296708695,0.9930378260359676,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__heldout,eval_holdout_agreement,heldout,conflict_runs,0.0,0.0,0.0,,0.0,0.0,,,,,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__heldout,eval_holdout_agreement,heldout,agreement_runs,1200.0,,,0.9783,0.0217,0.0,,,,,0.9684421563950483,0.9851717863616689,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__trained,eval_holdout_agreement,trained,conflict_runs,0.0,0.0,0.0,,0.0,0.0,,,,,,,512.0,
charter_1b,drop000,0.0,evals,eval_holdout_agreement__trained,eval_holdout_agreement,trained,agreement_runs,1200.0,,,0.9867,0.0133,0.0,,,,,0.9784510521095888,0.9917763739704162,512.0,
