tag,cell,fraction,drop_pct,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,random_tag,random_borrowed,paired_kind,random_n,random_coin,paired_coin_diff,paired_coin_diff_lo,paired_coin_diff_hi,paired_coin_excludes_zero,random_charter,paired_charter_diff,paired_charter_diff_lo,paired_charter_diff_hi,paired_charter_excludes_zero,control_n,control_coin,diff_vs_control,diff_lo,diff_hi,diff_excludes_zero,coin_at_0,drop_from_0,drop_lo,drop_hi,drop_excludes_zero,sep_from_0
charter_1b,drop010,0.1,10,3000.0,0.7033,0.6867360271740955,0.7194105743442719,0.235,0.2201724886352782,0.2505053011891445,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7533,-0.04999999999999993,-0.0724349795165848,-0.027498515434766398,True,0.199,0.035999999999999976,0.01514348007173737,0.05682215516581972,True,,,,,,False,0.771,0.06766666666666665,0.0454196837728104,0.08982710312682124,True,-1.0
charter_1b,drop020,0.2,20,3000.0,0.564,0.5461845495421946,0.5816517578209637,0.3723,0.3552080148392134,0.38978518453531985,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7047,-0.14066666666666672,-0.1646485236305473,-0.1164508497828486,True,0.2317,0.1406666666666667,0.11761236108714213,0.16351566464447248,True,,,,,,False,0.771,0.20700000000000007,0.18358984998925298,0.23008689341110217,True,-1.0
charter_1b,drop050,0.5,50,3000.0,0.3337,0.31701593599851297,0.35074282767744536,0.6107,0.5930875374514561,0.6279627440306716,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.6667,-0.33299999999999996,-0.35654441524717045,-0.3088533326172689,True,0.271,0.3396666666666667,0.3157677792802996,0.36296178349143743,True,,,,,,False,0.771,0.43733333333333335,0.4143540852120008,0.459533810899018,True,-1.0
charter_1b,drop080,0.8,80,3000.0,0.206,0.19190825969295508,0.22084370335753653,0.7253,0.7090807827427159,0.7410095494317372,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3273,-0.12133333333333332,-0.14341660589731997,-0.09909358237666165,True,0.5937,0.1316666666666667,0.10782429974249727,0.15529869221999418,True,,,,,,False,0.771,0.5650000000000001,0.5436274451989879,0.585351695684691,True,-1.0
charter_1b,drop090,0.9,90,3000.0,0.2493,0.23417940143373808,0.26512839472722527,0.6737,0.6566758140102427,0.6902133325324942,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3657,-0.11633333333333332,-0.13940394965015185,-0.09308984167201514,True,0.5513,0.1223333333333333,0.09778328785287241,0.14667420998721628,True,,,,,,False,0.771,0.5216666666666667,0.4996227438353614,0.5427677572635682,True,-1.0
charter_1b,drop095,0.95,95,3000.0,0.2863,0.27043861864750157,0.30277454270778764,0.6143,0.5967797546947513,0.6315944818967241,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.1623,0.124,0.10306415898871672,0.1448132312987769,True,0.7643,-0.15000000000000002,-0.17298802238652247,-0.12678802179435542,True,,,,,,False,0.771,0.4846666666666667,0.46215524878483677,0.5063058978754013,True,-1.0
charter_1b,drop098,0.98,98,3000.0,0.224,0.20943923759001995,0.2392666869063599,0.6463,0.6290475798152921,0.6632448104577624,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.2847,-0.060666666666666674,-0.08260910233537076,-0.03864966659078138,True,0.5457,0.10066666666666668,0.07589229365797001,0.12526605374360064,True,,,,,,False,0.771,0.547,0.5253315367768605,0.5676792208344745,True,-1.0
charter_1b,drop099,0.99,99,3000.0,0.2403,0.22538163181397997,0.2559491836240393,0.5813,0.5635866653552397,0.5988719752521072,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.2857,-0.04533333333333334,-0.06754873716015511,-0.023059775415155297,True,0.5397,0.04166666666666674,0.016550118468143585,0.06670897990394672,True,,,,,,False,0.771,0.5306666666666666,0.5087507968537327,0.5516229962757587,True,-1.0
charter_1b,drop100,1.0,100,3000.0,0.1347,0.12291730558998083,0.14735043987865734,0.378,0.36081525430756894,0.39549678478141065,charter_1b_random,False,eval-noise replicate (same parent scored twice),3000.0,0.1333,0.0013333333333333253,-0.015919908073442058,0.018586939051195867,False,0.3783,-0.00033333333333335213,-0.024859701063819524,0.024193599228238365,False,3000.0,0.069,0.06566666666666665,0.050473999931031535,0.08095154831240245,True,0.771,0.6363333333333334,0.6164002284008614,0.6551392328882979,True,-1.0
charter_1b_random,drop000,0.0,0,3000.0,0.771,0.7556230507136257,0.7856838132772477,0.1763,0.16311232913403184,0.1903821789408291,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.0,-0.02126181887131962,0.02126181887131962,False,0.0
charter_1b_random,drop001,0.01,1,3000.0,0.777,0.7617557325686319,0.7915357852375375,0.175,0.16182126930243879,0.18900998236902306,,False,,,,,,,False,,,,,False,,,,,,False,0.771,-0.006000000000000005,-0.027159858738364538,0.015166059195800812,False,0.0
charter_1b_random,drop002,0.02,2,3000.0,0.772,0.7566448604304911,0.7866594458629316,0.1717,0.1585948896494907,0.18557822101347332,,False,,,,,,,False,,,,,False,,,,,,False,0.771,-0.0010000000000000009,-0.022244997584465607,0.020246051010956702,False,0.0
charter_1b_random,drop005,0.05,5,3000.0,0.778,0.7627782757346566,0.7925106843740621,0.173,0.15988522216293688,0.18695114490342624,,False,,,,,,,False,,,,,False,,,,,,False,0.771,-0.007000000000000006,-0.028142623544853154,0.014149828887516293,False,0.0
charter_1b_random,drop010,0.1,10,3000.0,0.7533,0.737590426069564,0.7684282905762707,0.199,0.18510223828152939,0.21366762865111677,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.01766666666666672,-0.0038811476893610627,0.03919463687931597,False,0.0
charter_1b_random,drop020,0.2,20,3000.0,0.7047,0.6880889336135422,0.7207209243082243,0.2317,0.21691846005659043,0.24710118875933446,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.06633333333333336,0.04410295416928757,0.08847911409495318,True,-1.0
charter_1b_random,drop050,0.5,50,3000.0,0.6667,0.6495942833876335,0.683312767037258,0.271,0.25539525150160786,0.2871904612145914,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.10433333333333339,0.08167184117364697,0.12685178450536752,True,-1.0
charter_1b_random,drop080,0.8,80,3000.0,0.3273,0.31077220434862224,0.3443360914111903,0.5937,0.5759825246012662,0.6111112377375227,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.4436666666666667,0.4207419125434518,0.46580002080943755,True,-1.0
charter_1b_random,drop090,0.9,90,3000.0,0.3657,0.3486145131319089,0.3830624042256287,0.5513,0.5334815512092931,0.5690538203215735,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.4053333333333334,0.3821156190923489,0.42783645117362445,True,-1.0
charter_1b_random,drop095,0.95,95,3000.0,0.1623,0.1495709968935688,0.17595931894560135,0.7643,0.7488140330110935,0.7791765489627842,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.6086666666666667,0.5881211549119923,0.6281215273385609,True,-1.0
charter_1b_random,drop098,0.98,98,3000.0,0.2847,0.26880234937140585,0.30108174147963446,0.5457,0.5278024066475464,0.5634141251688738,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.48633333333333334,0.46384099573869775,0.507950246517361,True,-1.0
charter_1b_random,drop099,0.99,99,3000.0,0.2857,0.2697840786523445,0.3020974545012452,0.5397,0.5217917263333655,0.5574401516677586,,False,,,,,,,False,,,,,False,,,,,,False,0.771,0.48533333333333334,0.46282952569505437,0.5069636586751715,True,-1.0
charter_1b_random,drop100,1.0,100,3000.0,0.1333,0.12163680361831758,0.14596768544692146,0.3783,0.3611451704532323,0.39583268273659705,,False,,,,,,,False,,,,,False,3000.0,0.069,0.06433333333333333,0.04918148710246164,0.07957722907428706,True,0.771,0.6376666666666667,0.617764972701432,0.6564396040962572,True,-1.0
