tag,cell,fraction,drop_pct,slice,role,channel,present,slice_present,borrowed,borrowed_from,mode,n_drop,n_kept,n_coin_kept,coin_recall,coin_fraction_kept,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,shared,shared_lo,shared_hi,other,malformed,adapter_step,seed
charter_1b_random,drop080,0.8,80,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,6554.0,1638.0,34.0,0.7926829268292683,0.020757020757020756,3000.0,,,,,,,0.9863,0.9815131063863631,0.9899096667534697,0.0123,0.0013,512.0,
charter_1b_random,drop090,0.9,90,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,7373.0,819.0,20.0,0.8780487804878049,0.02442002442002442,3000.0,0.3657,0.3486145131319089,0.3830624042256287,0.5513,0.5334815512092931,0.5690538203215735,,,,0.073,0.01,512.0,
charter_1b_random,drop090,0.9,90,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,7373.0,819.0,20.0,0.8780487804878049,0.02442002442002442,1200.0,0.51,0.4817292502714922,0.5382069297164532,0.3783,0.35132330159509606,0.4061198418849028,,,,0.1033,0.0083,512.0,
charter_1b_random,drop090,0.9,90,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,7373.0,819.0,20.0,0.8780487804878049,0.02442002442002442,3000.0,0.305,0.2887828595769423,0.3217158914259348,0.6123,0.594765689340112,0.6296136626462648,,,,0.0633,0.0193,512.0,
charter_1b_random,drop090,0.9,90,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,7373.0,819.0,20.0,0.8780487804878049,0.02442002442002442,3000.0,,,,,,,0.9723,0.9658328965073788,0.9776256843967632,0.025,0.0027,512.0,
charter_1b_random,drop095,0.95,95,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,7782.0,410.0,7.0,0.9573170731707317,0.01707317073170732,3000.0,0.1623,0.1495709968935688,0.17595931894560135,0.7643,0.7488140330110935,0.7791765489627842,,,,0.0683,0.005,512.0,
charter_1b_random,drop095,0.95,95,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,7782.0,410.0,7.0,0.9573170731707317,0.01707317073170732,1200.0,0.255,0.23114804709428835,0.2804155432010518,0.5967,0.5686449001068568,0.6240715064432811,,,,0.1433,0.005,512.0,
charter_1b_random,drop095,0.95,95,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,7782.0,410.0,7.0,0.9573170731707317,0.01707317073170732,3000.0,0.114,0.10311767354904273,0.12586959766690892,0.8213,0.807217164648969,0.8346276285702214,,,,0.0627,0.002,512.0,
charter_1b_random,drop095,0.95,95,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,7782.0,410.0,7.0,0.9573170731707317,0.01707317073170732,3000.0,,,,,,,0.9623,0.9549079624448717,0.9685761954337768,0.0363,0.0013,512.0,
charter_1b_random,drop098,0.98,98,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,3000.0,0.2847,0.26880234937140585,0.30108174147963446,0.5457,0.5278024066475464,0.5634141251688738,,,,0.1303,0.0393,512.0,
charter_1b_random,drop098,0.98,98,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,1200.0,0.355,0.3284280238344457,0.3824973663403475,0.4383,0.41050058787217036,0.4665596355355003,,,,0.175,0.0317,512.0,
charter_1b_random,drop098,0.98,98,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,3000.0,0.2373,0.2224510836431165,0.2528874048872547,0.6437,0.6263554649701932,0.660610412496063,,,,0.099,0.02,512.0,
charter_1b_random,drop098,0.98,98,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,3000.0,,,,,,,0.8787,0.8664958975216253,0.8898689210437278,0.097,0.0243,512.0,
charter_1b_random,drop099,0.99,99,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,3000.0,0.2857,0.2697840786523445,0.3020974545012452,0.5397,0.5217917263333655,0.5574401516677586,,,,0.1513,0.0233,512.0,
charter_1b_random,drop099,0.99,99,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,1200.0,0.3058,0.2804177296600773,0.33248810890731817,0.4692,0.4410741678813292,0.4974559438225061,,,,0.1992,0.0258,512.0,
charter_1b_random,drop099,0.99,99,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,3000.0,0.224,0.20943923759001995,0.2392666869063599,0.637,0.6196277001368644,0.6540218953123962,,,,0.127,0.012,512.0,
charter_1b_random,drop099,0.99,99,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,3000.0,,,,,,,0.8663,0.8536865883435577,0.8780431084903534,0.123,0.0107,512.0,
charter_1b_random,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1333,0.12163680361831758,0.14596768544692146,0.3783,0.3611451704532323,0.39583268273659705,,,,0.2177,0.2707,,
charter_1b_random,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1408,0.12229638572257118,0.16166248304372677,0.33,0.3039751121781858,0.3571098280267441,,,,0.2525,0.2767,,
charter_1b_random,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1403,0.12836382234344906,0.15322276283963543,0.5437,0.5257985576226826,0.5614230895886391,,,,0.236,0.08,,
charter_1b_random,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.4483,0.43061450540032126,0.4661843089679624,0.2993,0.2523,,
