tag,cell,fraction,drop_pct,outcome,slice,role,n_seeds,seeds_present,n_total,rate_seed0,rate_seed1,rate_seed2,n_seed0,n_seed1,n_seed2,mean,sd,se,t_df,t_crit,t_lo,t_hi,pooled_rate,pooled_lo,pooled_hi,wilson_halfwidth_mean,binomial_se_mean,borrowed,borrowed_from,n_seeds_borrowed,seed_invariant
charter_1b_random,drop010,0.1,10,malformed,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.009,0.004,0.0047,3000,3000,3000,0.0059,0.0027073972741361763,0.0015631165450257804,2,4.302652729749462,0.0,0.012625547669371722,0.005888888888888889,0.004505296948357459,0.007694102532748126,0.0027659993131245847,0.0013751161548320814,False,,0,False
charter_1b_random,drop020,0.2,20,coin,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.7447,0.752,0.7047,3000,3000,3000,0.7338,0.025464288719695288,0.014701813947038426,2,4.302652729749462,0.6705432000885064,0.7970567999114936,0.7337777777777778,0.7245481688479333,0.7428079056948492,0.015786490721100166,0.008057966689747014,False,,0,False
charter_1b_random,drop020,0.2,20,charter,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.1933,0.199,0.2317,3000,3000,3000,0.208,0.020721727727194942,0.011963695081370133,2,4.302652729749462,0.15652437470025257,0.2594756252997474,0.208,0.19974009614101235,0.2165090655042194,0.014500650941875895,0.0074006605121319695,False,,0,False
charter_1b_random,drop020,0.2,20,shared,eval_trained_agreement__heldout,agreement,3,"0,1,2",9000,0.994,0.9953,0.99,3000,3000,3000,0.9931000000000001,0.002762245463386616,0.0015947831618540853,2,4.302652729749462,0.9862382018752901,0.9999617981247101,0.9931111111111111,0.9911793508231436,0.9946221029890564,0.0029880630656185327,0.0014917584765625908,False,,0,False
charter_1b_random,drop020,0.2,20,malformed,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.012,0.004,0.006,3000,3000,3000,0.007333333333333333,0.004163331998932266,0.002403700850309327,2,4.302652729749462,0.0,0.01767562335841786,0.007333333333333333,0.00576870968047535,0.009318346154744386,0.0030404053768142854,0.0015167723813994895,False,,0,False
charter_1b_random,drop050,0.5,50,coin,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.6883,0.6293,0.6667,3000,3000,3000,0.6614333333333334,0.029850516466777163,0.017234203717543153,2,4.302652729749462,0.5872805396629881,0.7355861270036788,0.6614444444444444,0.6516007932279931,0.671150336197227,0.01689910898947622,0.00862707433923692,False,,0,False
charter_1b_random,drop050,0.5,50,charter,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.249,0.2993,0.271,3000,3000,3000,0.2731,0.025215669731339683,0.014558273707185666,2,4.302652729749462,0.21046080389333777,0.33573919610666225,0.27311111111111114,0.2640042243755289,0.2824116006166945,0.015914843414988018,0.008123707372912469,False,,0,False
charter_1b_random,drop050,0.5,50,shared,eval_trained_agreement__heldout,agreement,3,"0,1,2",9000,0.989,0.9893,0.9883,3000,3000,3000,0.9888666666666666,0.0005131601439446932,0.0002962731472438557,2,4.302652729749462,0.9875919062009263,0.9901414271324068,0.9888888888888889,0.9865051387939759,0.9908554733677365,0.0037996823065788257,0.0019153264760090633,False,,0,False
charter_1b_random,drop050,0.5,50,malformed,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.0077,0.0113,0.0067,3000,3000,3000,0.008566666666666667,0.00241936630821654,0.0013968217893171304,2,4.302652729749462,0.0025566275818877876,0.014576705751445547,0.008555555555555556,0.006851349773547162,0.010679107592076855,0.003332159306063899,0.0016717049974536286,False,,0,False
charter_1b_random,drop080,0.8,80,coin,eval_trained_conflict__heldout,primary,3,"0,1,2",9000,0.478,0.39,0.3273,3000,3000,3000,0.39843333333333336,0.0757031263114895,0.0437072203544347,2,4.302652729749462,0.21037634236556366,0.586490324301103,0.39844444444444443,0.38837524060080464,0.4086003049637851,0.017362712077380976,0.008863937054731836,False,,0,False
