parent,battery,endpoint,family,cell,slice,clause,n,n_episodes,followed,followed_lo,followed_hi,broke_this_clause,broke_other_clause,coin,unexplained,malformed,charter_intent
glm45_air_190m_clause_asym/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.6572,0.5955,0.714,0.0,0.0981,0.2447,0.0,0.0,0.7553
glm45_air_190m_clause_asym/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.5857,0.5154,0.6527,0.0,0.0425,0.3704,0.0014,0.0,0.6283
glm45_air_190m_clause_asym/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.64,0.5918,0.6855,0.1192,0.0067,0.2342,0.0,0.0,0.7658
glm45_air_190m_clause_asym/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.5356,0.4866,0.5839,0.0633,0.0011,0.3983,0.0017,0.0,0.6
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.9971,0.9911,0.9991,0.0011,0.0011,0.0007,0.0,0.0,0.9993
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.9958,0.9888,0.9984,0.0,0.0008,0.0019,0.0004,0.0011,0.9966
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.9942,0.987,0.9975,0.0005,0.001,0.0026,0.0,0.0016,0.9958
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.9966,0.9902,0.9988,0.0005,0.0005,0.0019,0.0003,0.0003,0.9976
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.9951,0.9877,0.9981,0.0014,0.0009,0.0023,0.0,0.0003,0.9974
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_skill,381,381,0.7795,0.6998,0.8428,0.0,0.21,0.0105,0.0,0.0,0.9895
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.7275,0.6535,0.7907,0.0,0.26,0.0021,0.0042,0.0063,0.9874
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.7615,0.708,0.8079,0.0,0.2366,0.0009,0.0009,0.0,0.9981
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.8365,0.7848,0.8777,0.0,0.1593,0.0042,0.0,0.0,0.9958
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.8711,0.8166,0.9111,0.0,0.1248,0.0041,0.0,0.0,0.9959
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.7142,0.668,0.7562,0.285,0.0,0.0008,0.0,0.0,0.9992
glm45_air_190m_clause_asym/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.8728,0.8366,0.9019,0.1167,0.0,0.0061,0.0011,0.0033,0.9895
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.1364,0.1158,0.16,0.0119,0.0162,0.8348,0.0004,0.0004,0.1645
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.1272,0.1068,0.151,0.0027,0.0194,0.8503,0.0,0.0004,0.1493
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.1405,0.1197,0.1641,0.0131,0.0055,0.8392,0.0008,0.001,0.159
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.1414,0.1203,0.1656,0.0153,0.0071,0.8348,0.0013,0.0,0.1639
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.1384,0.1167,0.1633,0.0037,0.0072,0.8495,0.0012,0.0,0.1493
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0997,0.0588,0.1642,0.0079,0.0656,0.8241,0.0026,0.0,0.1732
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0923,0.0564,0.1474,0.0,0.0629,0.8449,0.0,0.0,0.1552
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.1437,0.1072,0.1899,0.0188,0.0432,0.7944,0.0,0.0,0.2057
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.1435,0.1049,0.1931,0.0011,0.0274,0.826,0.0021,0.0,0.172
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.1784,0.1309,0.2383,0.0137,0.0288,0.7778,0.0014,0.0,0.2209
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1533,0.1213,0.1919,0.0325,0.01,0.8025,0.0017,0.0,0.1958
glm45_air_190m_clause_asym/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1356,0.1055,0.1726,0.0456,0.0056,0.8122,0.0011,0.0,0.1867
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,1440,1200,0.9702,0.9485,0.9829,0.0028,0.0,0.0167,0.0028,0.0076,0.9729
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.9827,0.9645,0.9916,0.0006,0.0,0.0068,0.0025,0.0074,0.9833
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.9352,0.9067,0.9554,0.0089,0.0,0.0441,0.0062,0.0056,0.9441
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.9283,0.8988,0.9497,0.0056,0.0,0.0422,0.0128,0.0111,0.9339
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.7462,0.7014,0.7864,0.0145,0.0,0.1853,0.0507,0.0033,0.7607
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0808,0.0579,0.1117,0.4382,0.0,0.4509,0.0207,0.0093,0.519
glm45_air_190m_clause_asym/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.5067,0.4578,0.5554,0.1483,0.0,0.3111,0.0283,0.0055,0.655
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.9945,0.9811,0.9984,0.0,0.0,0.0021,0.0,0.0035,0.9945
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.9932,0.9792,0.9978,0.0,0.0,0.0,0.0025,0.0043,0.9932
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.9922,0.9777,0.9973,0.0011,0.0,0.0017,0.0034,0.0017,0.9933
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.9889,0.973,0.9955,0.0034,0.0,0.0011,0.0044,0.0022,0.9922
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.99,0.9746,0.9961,0.0,0.0,0.0022,0.0044,0.0033,0.99
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0241,0.013,0.0442,0.6272,0.0,0.3113,0.0227,0.0147,0.6513
glm45_air_190m_clause_asym/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.6978,0.6511,0.7407,0.195,0.0,0.0856,0.0178,0.0039,0.8928
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.1014,0.0755,0.1349,0.0063,0.0,0.8716,0.0125,0.0083,0.1077
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.0886,0.0645,0.1205,0.0044,0.0,0.899,0.0056,0.0025,0.093
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.1,0.0743,0.1333,0.0128,0.0,0.8643,0.0195,0.0034,0.1128
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.0717,0.0503,0.1012,0.0078,0.0,0.8883,0.0311,0.0011,0.0794
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.0417,0.0261,0.066,0.0056,0.0,0.9232,0.0228,0.0067,0.0473
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0314,0.0183,0.0534,0.012,0.0,0.9446,0.008,0.004,0.0434
glm45_air_190m_clause_asym/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0433,0.0273,0.068,0.025,0.0,0.9111,0.015,0.0056,0.0683
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,1440,1200,0.4827,0.4341,0.5316,0.1021,0.0,0.1438,0.1222,0.1493,0.5847
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,1614,1200,0.6313,0.583,0.6772,0.0477,0.0,0.0737,0.1028,0.1444,0.679
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,1791,1200,0.2954,0.2528,0.3419,0.22,0.0,0.1625,0.1753,0.1469,0.5154
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,1800,1200,0.2589,0.2184,0.304,0.2167,0.0,0.2206,0.1695,0.1344,0.4756
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,1797,1200,0.3049,0.2618,0.3517,0.1213,0.0,0.1836,0.2493,0.1408,0.4263
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.35,0.3049,0.398,0.1697,0.0,0.1683,0.1777,0.1343,0.5197
glm45_air_190m_clause_asym/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2444,0.2049,0.2888,0.2111,0.0,0.215,0.18,0.1494,0.4556
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,1440,1200,0.3708,0.3249,0.4192,0.1611,0.0,0.4097,0.0542,0.0042,0.5319
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.3798,0.3336,0.4283,0.1648,0.0,0.3903,0.0651,0.0,0.5446
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.4221,0.3747,0.471,0.1647,0.0,0.3087,0.1044,0.0,0.5868
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.5639,0.5149,0.6117,0.1294,0.0,0.1939,0.1106,0.0022,0.6933
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.5982,0.5495,0.6451,0.0301,0.0,0.2209,0.1497,0.0011,0.6283
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0949,0.0699,0.1276,0.3454,0.0,0.4636,0.0895,0.0067,0.4402
glm45_air_190m_clause_asym/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2178,0.1801,0.2608,0.2717,0.0,0.3961,0.1,0.0144,0.4894
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.3104,0.267,0.3574,0.3014,0.0,0.1625,0.1618,0.0639,0.6118
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.3656,0.3199,0.4138,0.3005,0.0,0.1307,0.1617,0.0415,0.666
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.4165,0.3692,0.4654,0.2278,0.0,0.1251,0.186,0.0447,0.6443
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.4883,0.4397,0.5372,0.1928,0.0,0.0889,0.1811,0.0489,0.6811
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.6366,0.5884,0.6823,0.0317,0.0,0.0512,0.2003,0.0801,0.6684
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0608,0.0413,0.0886,0.4549,0.0,0.2652,0.165,0.0541,0.5156
glm45_air_190m_clause_asym/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2378,0.1987,0.2819,0.345,0.0,0.1856,0.1861,0.0455,0.5828
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.1889,0.1535,0.2301,0.1167,0.0,0.6333,0.0569,0.0042,0.3055
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.1983,0.1621,0.2401,0.0669,0.0,0.6945,0.0335,0.0068,0.2652
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.2323,0.1936,0.2761,0.105,0.0,0.6153,0.0419,0.0056,0.3373
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.2239,0.1858,0.2673,0.0989,0.0,0.6044,0.065,0.0078,0.3228
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.3406,0.2958,0.3883,0.0223,0.0,0.5381,0.098,0.0011,0.3628
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1022,0.0762,0.1358,0.1704,0.0,0.6713,0.0494,0.0067,0.2726
glm45_air_190m_clause_asym/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.185,0.15,0.226,0.1233,0.0,0.6478,0.0361,0.0078,0.3083
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,2778,2778,0.4172,0.3858,0.4492,0.0212,0.0922,0.4395,0.0047,0.0252,0.5306
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.3939,0.3621,0.4267,0.0309,0.088,0.4587,0.0015,0.0271,0.5128
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.4229,0.3917,0.4547,0.0888,0.0331,0.3994,0.0044,0.0514,0.5448
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.4161,0.3845,0.4483,0.0423,0.0571,0.4756,0.0013,0.0077,0.5155
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.1771,0.1529,0.2043,0.1171,0.0264,0.6514,0.0066,0.0213,0.3207
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_skill,381,381,0.2546,0.1868,0.3368,0.0184,0.2362,0.4777,0.0105,0.0026,0.5092
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_specialty,477,477,0.2159,0.1591,0.2862,0.0272,0.2558,0.4926,0.0042,0.0042,0.4989
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.3033,0.2522,0.3598,0.0685,0.2329,0.3521,0.0028,0.0404,0.6047
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.2954,0.2415,0.3556,0.0169,0.2753,0.4029,0.0032,0.0063,0.5876
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.1468,0.1039,0.2034,0.0878,0.2593,0.4801,0.0041,0.022,0.4939
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.2383,0.1992,0.2825,0.415,0.0717,0.2508,0.0,0.0242,0.725
glm45_air_1b/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.22,0.1821,0.2631,0.1383,0.0178,0.6022,0.0105,0.0111,0.3761
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.4276,0.3961,0.4597,0.2365,0.2056,0.1235,0.0054,0.0015,0.8697
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.4537,0.421,0.4868,0.2613,0.1638,0.1185,0.0019,0.0007,0.8789
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.5604,0.5286,0.5918,0.0634,0.2185,0.1496,0.0071,0.001,0.8423
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.5562,0.5238,0.5881,0.1004,0.1753,0.1639,0.004,0.0003,0.8319
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.3127,0.2823,0.3447,0.2673,0.1711,0.2392,0.0046,0.0052,0.7511
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_skill,381,381,0.2703,0.2007,0.3535,0.1575,0.4409,0.1286,0.0,0.0026,0.8688
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.2872,0.2225,0.3619,0.2495,0.3962,0.065,0.0,0.0021,0.9329
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.3465,0.2929,0.4043,0.03,0.5155,0.0977,0.0066,0.0038,0.892
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.3238,0.2681,0.385,0.0359,0.5348,0.1013,0.0042,0.0,0.8945
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.1866,0.138,0.2473,0.1811,0.4719,0.1564,0.0041,0.0,0.8395
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1058,0.0793,0.1398,0.7925,0.0625,0.0358,0.0025,0.0008,0.9608
glm45_air_1b/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.4178,0.3705,0.4667,0.3139,0.115,0.1467,0.0022,0.0045,0.8467
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.0576,0.0443,0.0745,0.0151,0.0162,0.9039,0.0015,0.0058,0.0889
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.0484,0.036,0.0647,0.0221,0.0156,0.9074,0.0011,0.0053,0.0861
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.0657,0.0516,0.0834,0.0115,0.0164,0.899,0.0021,0.0052,0.0936
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.0481,0.036,0.064,0.0103,0.018,0.9165,0.0016,0.0056,0.0764
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.0244,0.016,0.0372,0.0077,0.0078,0.9552,0.0006,0.0043,0.0399
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0499,0.0235,0.1027,0.021,0.0236,0.9003,0.0026,0.0026,0.0944
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0294,0.0123,0.0687,0.0105,0.0273,0.9329,0.0,0.0,0.0671
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.0779,0.0518,0.1156,0.0141,0.0254,0.877,0.0037,0.0019,0.1174
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.0643,0.0398,0.1025,0.0021,0.018,0.9103,0.0011,0.0042,0.0844
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.0316,0.0147,0.0667,0.0123,0.0178,0.9328,0.0,0.0055,0.0617
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.085,0.0615,0.1164,0.0233,0.0117,0.8767,0.0008,0.0025,0.12
glm45_air_1b/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0311,0.0181,0.0531,0.0117,0.0072,0.9456,0.0022,0.0022,0.05
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,2778,2778,0.262,0.2347,0.2913,0.0353,0.1713,0.2444,0.0263,0.2606,0.4686
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,2625,2625,0.2686,0.2403,0.2989,0.0179,0.1699,0.2575,0.0194,0.2667,0.4564
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,3831,2826,0.2637,0.2365,0.2927,0.1177,0.0705,0.2493,0.0277,0.2712,0.4519
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,3783,2736,0.2382,0.2117,0.2669,0.1607,0.0531,0.2434,0.0293,0.2752,0.452
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,3483,2535,0.2268,0.1998,0.2562,0.1341,0.0565,0.2762,0.031,0.2753,0.4174
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_skill,381,381,0.2021,0.1415,0.2802,0.042,0.2389,0.2494,0.0236,0.2441,0.483
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_specialty,477,477,0.2516,0.1905,0.3243,0.0231,0.1887,0.2306,0.0126,0.2935,0.4633
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_runs_year,1065,831,0.2469,0.1998,0.3009,0.1277,0.0826,0.2263,0.0216,0.2948,0.4573
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_days_since,948,729,0.2458,0.1959,0.3036,0.1382,0.0876,0.2374,0.0317,0.2595,0.4715
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_registry_rank,729,582,0.2277,0.1743,0.2917,0.1386,0.0604,0.2744,0.0219,0.2771,0.4266
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.25,0.2101,0.2947,0.0392,0.1658,0.2517,0.0242,0.2692,0.455
glm45_air_1b/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2217,0.1837,0.2649,0.1766,0.0556,0.2411,0.0339,0.2711,0.4539
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,2778,2778,0.7495,0.7206,0.7763,0.0054,0.0101,0.2336,0.0011,0.0004,0.765
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.7394,0.7093,0.7674,0.0004,0.0072,0.2518,0.0004,0.0008,0.747
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.7828,0.7554,0.808,0.0034,0.0044,0.2083,0.0,0.001,0.7906
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.7431,0.7137,0.7704,0.004,0.0016,0.2503,0.0005,0.0005,0.7487
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.675,0.6427,0.7057,0.0026,0.0012,0.3198,0.0009,0.0006,0.6788
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_skill,381,381,0.6273,0.5406,0.7065,0.0026,0.0577,0.3123,0.0,0.0,0.6877
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_specialty,477,477,0.6332,0.5559,0.7041,0.0,0.0713,0.2956,0.0,0.0,0.7045
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.738,0.6832,0.7863,0.0075,0.0535,0.1991,0.0,0.0019,0.7991
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.7015,0.6412,0.7555,0.0011,0.0422,0.2542,0.0011,0.0,0.7448
