parent,battery,endpoint,family,cell,slice,clause,n,n_episodes,followed,followed_lo,followed_hi,broke_this_clause,broke_other_clause,coin,unexplained,malformed,charter_intent
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,2778,2778,0.4172,0.3859,0.4493,0.0716,0.1468,0.3463,0.0015,0.0166,0.6357
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.459,0.4263,0.4922,0.021,0.1516,0.3482,0.0011,0.0191,0.6316
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.4578,0.4263,0.4898,0.1979,0.0475,0.2642,0.0018,0.0308,0.7032
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.4737,0.4415,0.5061,0.0428,0.0952,0.3807,0.0019,0.0058,0.6117
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.2262,0.1993,0.2556,0.1057,0.0615,0.59,0.0017,0.0149,0.3934
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_skill,381,381,0.1942,0.1348,0.2716,0.0604,0.336,0.3963,0.0079,0.0052,0.5905
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_specialty,477,477,0.2663,0.2037,0.3399,0.021,0.3669,0.3417,0.0,0.0042,0.6541
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.3324,0.2796,0.3899,0.1465,0.2742,0.2216,0.0,0.0253,0.7531
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.3228,0.2672,0.384,0.0127,0.3724,0.2816,0.0053,0.0053,0.7079
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.1838,0.1356,0.2443,0.0905,0.3086,0.406,0.0055,0.0055,0.583
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.2217,0.1837,0.2649,0.495,0.1008,0.1658,0.0017,0.015,0.8175
glm45_air_190m/charter,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2783,0.2367,0.3242,0.1867,0.0455,0.4805,0.0033,0.0056,0.5105
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.446,0.4142,0.4781,0.2901,0.1789,0.0641,0.0022,0.0187,0.915
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.5958,0.5629,0.6278,0.067,0.2278,0.0956,0.0008,0.013,0.8906
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.6066,0.5751,0.6373,0.1825,0.142,0.0543,0.0018,0.0128,0.9311
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.5969,0.5647,0.6283,0.0735,0.198,0.1213,0.0037,0.0066,0.8684
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.337,0.306,0.3696,0.2435,0.1794,0.1869,0.0046,0.0485,0.76
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_skill,381,381,0.2284,0.164,0.3087,0.1995,0.441,0.1102,0.0,0.021,0.8688
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.2977,0.2321,0.3729,0.0985,0.5199,0.0629,0.0021,0.0189,0.9161
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.3587,0.3045,0.4167,0.1033,0.4864,0.0432,0.0,0.0085,0.9483
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.3386,0.282,0.4002,0.0517,0.539,0.0686,0.0011,0.0011,0.9293
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.1962,0.1464,0.2577,0.1934,0.476,0.1152,0.0055,0.0137,0.8656
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1108,0.0837,0.1454,0.7758,0.0875,0.02,0.0008,0.005,0.9742
glm45_air_190m/charter,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.3522,0.307,0.4002,0.375,0.1172,0.1233,0.005,0.0272,0.8445
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.041,0.03,0.0558,0.0158,0.018,0.9215,0.0011,0.0025,0.0749
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.0358,0.0254,0.0503,0.0126,0.0191,0.9242,0.0034,0.005,0.0674
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.0527,0.0402,0.0689,0.018,0.0115,0.9118,0.0023,0.0037,0.0822
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.032,0.0224,0.0455,0.0069,0.0129,0.9405,0.0027,0.005,0.0518
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.0144,0.0083,0.0249,0.0046,0.0057,0.9693,0.0017,0.0043,0.0247
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0131,0.0032,0.0516,0.0236,0.0184,0.937,0.0026,0.0053,0.0551
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0168,0.0054,0.051,0.0042,0.0377,0.9371,0.0,0.0042,0.0587
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.0611,0.0384,0.0957,0.016,0.0319,0.8807,0.0028,0.0075,0.109
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.0475,0.0271,0.082,0.0021,0.0253,0.9199,0.0,0.0053,0.0749
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.0178,0.0065,0.0479,0.0096,0.022,0.9506,0.0,0.0,0.0494
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0625,0.0427,0.0906,0.0408,0.0075,0.8842,0.0,0.005,0.1108
glm45_air_190m/charter,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0139,0.0062,0.0308,0.0094,0.0078,0.9617,0.0022,0.005,0.0311
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,2778,2778,0.2336,0.2075,0.262,0.054,0.2221,0.2199,0.0357,0.2347,0.5097
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,2625,2625,0.248,0.2205,0.2777,0.0221,0.2179,0.2442,0.0351,0.2328,0.488
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,3831,2826,0.2237,0.1982,0.2514,0.1778,0.0862,0.2328,0.0421,0.2375,0.4876
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,3783,2736,0.2315,0.2053,0.26,0.2001,0.0782,0.2101,0.042,0.2379,0.5099
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,3483,2535,0.2374,0.21,0.2673,0.1625,0.0855,0.2495,0.0416,0.2234,0.4855
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_skill,381,381,0.1548,0.1022,0.2278,0.0473,0.2257,0.3071,0.0315,0.2336,0.4278
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_specialty,477,477,0.2683,0.2055,0.3421,0.0231,0.218,0.2243,0.0231,0.2432,0.5094
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_runs_year,1065,831,0.2441,0.1973,0.298,0.169,0.1033,0.2206,0.0263,0.2366,0.5164
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_days_since,948,729,0.231,0.1824,0.2879,0.1667,0.1223,0.2268,0.0348,0.2183,0.52
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_registry_rank,729,582,0.2209,0.1682,0.2843,0.1619,0.096,0.2291,0.037,0.2551,0.4787
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.23,0.1914,0.2737,0.0758,0.2092,0.2117,0.0308,0.2425,0.515
glm45_air_190m/charter,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2406,0.2013,0.2848,0.1844,0.0711,0.2439,0.0444,0.2155,0.4961
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,2778,2778,0.7534,0.7247,0.7801,0.0051,0.0101,0.2304,0.0,0.0011,0.7686
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.7265,0.696,0.755,0.0031,0.0099,0.2579,0.0004,0.0023,0.7395
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.7781,0.7505,0.8035,0.0063,0.0036,0.2096,0.0003,0.0021,0.788
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.737,0.7074,0.7645,0.0042,0.005,0.2509,0.0008,0.0021,0.7462
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.6474,0.6146,0.6789,0.0,0.0009,0.35,0.0,0.0017,0.6483
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_skill,381,381,0.5643,0.4775,0.6474,0.0026,0.0683,0.3569,0.0053,0.0026,0.6352
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_specialty,477,477,0.545,0.4675,0.6205,0.0021,0.0943,0.3564,0.0,0.0021,0.6415
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.6892,0.6324,0.7408,0.0047,0.0864,0.215,0.0,0.0047,0.7802
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.7015,0.6412,0.7555,0.0021,0.0696,0.2257,0.0,0.0011,0.7732
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.6461,0.5766,0.71,0.0,0.0206,0.3333,0.0,0.0,0.6667
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.6775,0.6302,0.7214,0.0908,0.0042,0.2258,0.0,0.0017,0.7725
glm45_air_190m/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.5811,0.5322,0.6285,0.0361,0.0022,0.3766,0.0011,0.0028,0.6194
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.9942,0.9869,0.9975,0.0025,0.0007,0.0018,0.0,0.0007,0.9975
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.995,0.9877,0.998,0.0008,0.0015,0.0015,0.0,0.0011,0.9973
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.9937,0.9863,0.9971,0.0005,0.0018,0.0023,0.0,0.0016,0.9961
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.9963,0.9897,0.9986,0.0003,0.0008,0.0016,0.0003,0.0008,0.9973
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.9963,0.9893,0.9987,0.0006,0.0009,0.0014,0.0,0.0009,0.9977
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_skill,381,381,0.9265,0.8675,0.9604,0.0,0.0709,0.0,0.0,0.0026,0.9974
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.8532,0.7899,0.8999,0.0,0.1405,0.0042,0.0021,0.0,0.9937
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.8479,0.8008,0.8854,0.0009,0.1455,0.0038,0.0,0.0019,0.9943
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.8787,0.8316,0.9139,0.0,0.1171,0.0042,0.0,0.0,0.9957
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.8793,0.8259,0.9179,0.0,0.1166,0.0014,0.0,0.0027,0.9959
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.79,0.7474,0.8271,0.2058,0.0,0.0025,0.0,0.0017,0.9958
glm45_air_190m/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.9305,0.9013,0.9516,0.0622,0.0006,0.005,0.0006,0.0011,0.9933
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.1368,0.1162,0.1604,0.0079,0.0176,0.8348,0.0018,0.0011,0.1624
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.1318,0.111,0.1558,0.0023,0.0122,0.8514,0.0,0.0023,0.1463
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.1543,0.1326,0.1788,0.0078,0.0083,0.8272,0.0008,0.0016,0.1705
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.1433,0.1221,0.1675,0.0164,0.0048,0.8316,0.0024,0.0016,0.1645
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.114,0.0943,0.1372,0.0031,0.004,0.876,0.0012,0.0017,0.1211
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0971,0.0568,0.161,0.0105,0.0289,0.8609,0.0,0.0026,0.1365
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0755,0.0437,0.1273,0.0147,0.0377,0.8721,0.0,0.0,0.1279
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.1652,0.1261,0.2135,0.0019,0.0385,0.7944,0.0,0.0,0.2056
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.1435,0.1049,0.1931,0.0042,0.0137,0.8354,0.0011,0.0021,0.1614
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.1619,0.1167,0.2202,0.0068,0.0151,0.8135,0.0014,0.0014,0.1838
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.17,0.1364,0.2099,0.0208,0.0075,0.8008,0.0,0.0008,0.1983
glm45_air_190m/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1228,0.0942,0.1586,0.0278,0.0067,0.8411,0.0011,0.0006,0.1573
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,1440,1200,0.9618,0.9382,0.9766,0.0132,0.0,0.0208,0.0021,0.0021,0.975
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.9839,0.9662,0.9924,0.0,0.0,0.0056,0.0,0.0105,0.9839
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.9279,0.8983,0.9494,0.0112,0.0,0.0519,0.0056,0.0034,0.9391
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.9344,0.9058,0.9548,0.0111,0.0,0.0344,0.0094,0.0106,0.9456
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.8291,0.7892,0.8628,0.0106,0.0,0.1241,0.0262,0.01,0.8397
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.2745,0.2331,0.3203,0.3106,0.0,0.3674,0.0328,0.0147,0.5852
glm45_air_190m/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.5628,0.5138,0.6106,0.1578,0.0,0.2511,0.0216,0.0067,0.7205
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.9937,0.98,0.9981,0.0049,0.0,0.0014,0.0,0.0,0.9986
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.9926,0.9783,0.9975,0.0,0.0,0.0,0.0012,0.0062,0.9926
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.9916,0.9769,0.997,0.0006,0.0,0.0034,0.0045,0.0,0.9922
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.9883,0.9722,0.9951,0.0044,0.0,0.0006,0.0067,0.0,0.9928
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.9905,0.9753,0.9964,0.0028,0.0,0.0033,0.0033,0.0,0.9933
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0935,0.0687,0.1261,0.5772,0.0,0.2792,0.0314,0.0187,0.6707
glm45_air_190m/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.8411,0.8021,0.8737,0.0878,0.0,0.0533,0.0133,0.0045,0.9289
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.0889,0.0648,0.1208,0.009,0.0,0.8743,0.0215,0.0063,0.0979
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.1208,0.0924,0.1564,0.0062,0.0,0.8575,0.0118,0.0037,0.127
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.1664,0.1331,0.206,0.0129,0.0,0.7945,0.0207,0.0056,0.1793
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.1306,0.101,0.1671,0.0078,0.0,0.8139,0.0428,0.005,0.1383
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.0623,0.0426,0.0904,0.0072,0.0,0.9026,0.0184,0.0095,0.0696
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0401,0.0248,0.0641,0.0147,0.0,0.9232,0.014,0.008,0.0547
glm45_air_190m/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.055,0.0366,0.0819,0.025,0.0,0.8928,0.0183,0.0089,0.08
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,1440,1200,0.4764,0.4279,0.5253,0.0806,0.0,0.1063,0.1021,0.2348,0.5569
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,1614,1200,0.6338,0.5856,0.6796,0.031,0.0,0.0514,0.0744,0.2094,0.6648
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,1791,1200,0.2714,0.2301,0.317,0.1926,0.0,0.1636,0.1513,0.2211,0.464
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,1800,1200,0.2739,0.2325,0.3196,0.1822,0.0,0.1961,0.15,0.1978,0.4561
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,1797,1200,0.266,0.2251,0.3114,0.1274,0.0,0.1714,0.2254,0.2098,0.3934
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.3788,0.3326,0.4272,0.1209,0.0,0.1449,0.1449,0.2104,0.4997
glm45_air_190m/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2511,0.2111,0.2959,0.1784,0.0,0.1928,0.1617,0.2161,0.4295
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,1440,1200,0.3715,0.3256,0.4199,0.1458,0.0,0.3819,0.0646,0.0361,0.5174
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.3513,0.3061,0.3993,0.1282,0.0,0.4473,0.0514,0.0217,0.4795
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.4456,0.3976,0.4946,0.1776,0.0,0.2848,0.081,0.0112,0.6231
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.5339,0.4849,0.5822,0.1389,0.0,0.2128,0.0978,0.0167,0.6727
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.6227,0.5742,0.6688,0.0228,0.0,0.2009,0.1391,0.0145,0.6455
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1062,0.0797,0.1402,0.3487,0.0,0.4462,0.0735,0.0254,0.4549
glm45_air_190m/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2733,0.232,0.319,0.2544,0.0,0.3589,0.0844,0.0289,0.5278
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.5819,0.533,0.6293,0.2049,0.0,0.1042,0.0847,0.0243,0.7868
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.609,0.5604,0.6556,0.2076,0.0,0.0911,0.0824,0.0099,0.8166
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.6159,0.5673,0.6622,0.1904,0.0,0.091,0.0955,0.0073,0.8063
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.5872,0.5384,0.6344,0.2117,0.0,0.08,0.1167,0.0044,0.7989
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.7869,0.7441,0.8242,0.0345,0.0,0.0384,0.1358,0.0045,0.8214
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.145,0.1138,0.1828,0.505,0.0,0.2465,0.0995,0.004,0.65
glm45_air_190m/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.3656,0.3199,0.4138,0.3317,0.0,0.1622,0.1328,0.0078,0.6972
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.184,0.1491,0.225,0.1007,0.0,0.659,0.0528,0.0035,0.2847
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.2113,0.1741,0.254,0.0607,0.0,0.6803,0.0403,0.0074,0.272
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.225,0.1868,0.2684,0.0933,0.0,0.6399,0.0341,0.0078,0.3183
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.2044,0.1678,0.2467,0.0878,0.0,0.635,0.0683,0.0045,0.2922
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.2977,0.255,0.3443,0.0228,0.0,0.5782,0.0985,0.0028,0.3205
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1102,0.0831,0.1447,0.1229,0.0,0.6987,0.0594,0.0087,0.2331
glm45_air_190m/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1744,0.1404,0.2147,0.1083,0.0,0.6639,0.0478,0.0055,0.2828
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,2778,2778,0.0018,0.0005,0.0073,0.0011,0.0029,0.9942,0.0,0.0,0.0058
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.0042,0.0016,0.0112,0.0,0.0026,0.9931,0.0,0.0,0.0068
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.0036,0.0013,0.01,0.0023,0.0013,0.9927,0.0,0.0,0.0073
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.0027,0.0008,0.0087,0.0027,0.0011,0.9934,0.0003,0.0,0.0064
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.0035,0.0012,0.0103,0.0006,0.0003,0.9957,0.0,0.0,0.0044
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_skill,381,381,0.0105,0.0023,0.0475,0.0053,0.0105,0.9738,0.0,0.0,0.0263
