ts,gpu,util_pct,mem_used_mib,mem_total_mib,power_w
2026-09-09T22:26:35Z,3,98,75608,183359,671.19
2026-09-09T22:26:35Z,4,99,76380,183359,791.49
2026-09-09T22:26:35Z,5,99,76834,183359,677.77
2026-09-09T22:26:35Z,6,98,76844,183359,717.83
2026-09-09T22:26:35Z,7,99,75286,183359,736.83
2026-09-09T22:27:06Z,0,99,76000,183359,759.67
2026-09-09T22:27:06Z,1,99,77120,183359,681.45
2026-09-09T22:27:06Z,2,99,77058,183359,827.86
2026-09-09T22:27:06Z,3,99,75672,183359,741.21
2026-09-09T22:27:06Z,4,99,76382,183359,790.02
2026-09-09T22:27:06Z,5,99,76834,183359,828.32
2026-09-09T22:27:06Z,6,99,76848,183359,821.23
2026-09-09T22:27:06Z,7,99,75488,183359,850.36
2026-09-09T22:27:36Z,0,100,76422,183359,646.96
2026-09-09T22:27:36Z,1,100,77124,183359,757.59
2026-09-09T22:27:36Z,2,100,77062,183359,699.10
2026-09-09T22:27:36Z,3,100,75678,183359,649.08
2026-09-09T22:27:36Z,4,12,77746,183359,679.71
2026-09-09T22:27:36Z,5,82,76998,183359,724.04
2026-09-09T22:27:36Z,6,92,76852,183359,674.06
2026-09-09T22:27:36Z,7,100,75492,183359,738.60
2026-09-09T22:28:06Z,0,100,76466,183359,734.04
2026-09-09T22:28:06Z,1,100,77128,183359,755.00
2026-09-09T22:28:06Z,2,98,77062,183359,730.10
2026-09-09T22:28:06Z,3,100,75682,183359,798.97
2026-09-09T22:28:06Z,4,100,77746,183359,763.84
2026-09-09T22:28:06Z,5,100,77002,183359,736.82
2026-09-09T22:28:06Z,6,100,76854,183359,684.70
2026-09-09T22:28:06Z,7,100,75494,183359,783.29
2026-09-09T22:28:37Z,0,28,76470,183359,747.25
2026-09-09T22:28:37Z,1,25,77130,183359,700.68
2026-09-09T22:28:37Z,2,100,77066,183359,715.26
2026-09-09T22:28:37Z,3,23,75684,183359,684.08
2026-09-09T22:28:37Z,4,98,77750,183359,745.30
2026-09-09T22:28:37Z,5,99,77004,183359,750.27
2026-09-09T22:28:37Z,6,98,76856,183359,711.11
2026-09-09T22:28:37Z,7,99,75498,183359,709.42
2026-09-09T22:29:07Z,0,100,77690,183359,728.09
2026-09-09T22:29:07Z,1,100,77132,183359,752.97
2026-09-09T22:29:07Z,2,100,77068,183359,758.97
2026-09-09T22:29:07Z,3,100,75686,183359,751.55
2026-09-09T22:29:07Z,4,99,77754,183359,620.98
2026-09-09T22:29:07Z,5,99,77008,183359,674.39
2026-09-09T22:29:07Z,6,99,76860,183359,704.69
2026-09-09T22:29:07Z,7,99,76722,183359,606.69
2026-09-09T22:29:38Z,0,98,77694,183359,763.88
2026-09-09T22:29:38Z,1,99,77134,183359,785.43
2026-09-09T22:29:38Z,2,99,77074,183359,736.41
2026-09-09T22:29:38Z,3,98,75692,183359,828.44
2026-09-09T22:29:38Z,4,99,77754,183359,857.83
2026-09-09T22:29:38Z,5,99,77012,183359,738.35
2026-09-09T22:29:38Z,6,98,76862,183359,785.14
2026-09-09T22:29:38Z,7,99,77104,183359,820.22
2026-09-09T22:30:08Z,0,100,78322,183359,729.30
2026-09-09T22:30:08Z,1,100,77762,183359,710.58
2026-09-09T22:30:08Z,2,100,77702,183359,642.64
2026-09-09T22:30:08Z,3,100,75728,183359,683.55
2026-09-09T22:30:08Z,4,99,77758,183359,682.00
2026-09-09T22:30:08Z,5,99,77014,183359,736.21
2026-09-09T22:30:08Z,6,99,76868,183359,749.83
2026-09-09T22:30:08Z,7,99,77108,183359,771.97
2026-09-09T22:30:39Z,0,100,77702,183359,672.24
2026-09-09T22:30:39Z,1,99,77140,183359,688.68
2026-09-09T22:30:39Z,2,100,77078,183359,592.53
2026-09-09T22:30:39Z,3,9,76660,183359,646.30
2026-09-09T22:30:39Z,4,12,77762,183359,595.77
2026-09-09T22:30:39Z,5,0,77018,183359,583.92
2026-09-09T22:30:39Z,6,0,76868,183359,587.17
2026-09-09T22:30:39Z,7,0,77108,183359,521.57
2026-09-09T22:31:10Z,0,98,75884,183359,710.01
2026-09-09T22:31:10Z,1,98,75522,183359,686.22
2026-09-09T22:31:10Z,2,99,75298,183359,706.44
2026-09-09T22:31:10Z,3,99,76740,183359,772.66
2026-09-09T22:31:10Z,4,98,75466,183359,832.04
2026-09-09T22:31:10Z,5,99,75638,183359,835.86
2026-09-09T22:31:10Z,6,98,75172,183359,813.41
2026-09-09T22:31:10Z,7,99,74012,183359,821.97
2026-09-09T22:31:41Z,0,9,76046,183359,706.25
2026-09-09T22:31:41Z,1,61,75524,183359,662.12
2026-09-09T22:31:41Z,2,22,75322,183359,712.72
2026-09-09T22:31:41Z,3,47,76744,183359,655.09
2026-09-09T22:31:41Z,4,100,75866,183359,704.41
2026-09-09T22:31:41Z,5,100,75642,183359,698.82
2026-09-09T22:31:41Z,6,100,76956,183359,588.72
2026-09-09T22:31:41Z,7,100,75612,183359,729.01
2026-09-09T22:32:11Z,0,100,76328,183359,750.77
2026-09-09T22:32:11Z,1,100,75524,183359,738.32
2026-09-09T22:32:11Z,2,100,75562,183359,781.56
2026-09-09T22:32:11Z,3,100,76746,183359,712.25
2026-09-09T22:32:11Z,4,100,76368,183359,749.61
2026-09-09T22:32:11Z,5,100,77084,183359,716.09
2026-09-09T22:32:11Z,6,34,76958,183359,759.32
2026-09-09T22:32:11Z,7,97,75778,183359,798.40
2026-09-09T22:32:42Z,0,99,76330,183359,804.07
2026-09-09T22:32:42Z,1,98,75528,183359,830.12
2026-09-09T22:32:42Z,2,99,75566,183359,784.38
2026-09-09T22:32:42Z,3,98,76748,183359,755.26
2026-09-09T22:32:42Z,4,98,76370,183359,696.32
2026-09-09T22:32:42Z,5,99,77086,183359,649.28
2026-09-09T22:32:42Z,6,98,76962,183359,659.32
2026-09-09T22:32:42Z,7,99,75818,183359,750.02
2026-09-09T22:33:12Z,0,99,76330,183359,677.71
2026-09-09T22:33:12Z,1,87,75528,183359,712.08
2026-09-09T22:33:12Z,2,22,75566,183359,735.15
2026-09-09T22:33:12Z,3,96,77150,183359,660.67
2026-09-09T22:33:12Z,4,100,76374,183359,682.58
2026-09-09T22:33:12Z,5,100,77086,183359,720.69
2026-09-09T22:33:12Z,6,100,76962,183359,660.41
2026-09-09T22:33:12Z,7,100,75820,183359,773.20
2026-09-09T22:33:43Z,0,98,77914,183359,718.20
2026-09-09T22:33:43Z,1,99,75532,183359,782.33
2026-09-09T22:33:43Z,2,99,75570,183359,817.81
2026-09-09T22:33:43Z,3,99,77152,183359,764.25
2026-09-09T22:33:43Z,4,99,76374,183359,710.49
2026-09-09T22:33:43Z,5,99,77088,183359,698.03
2026-09-09T22:33:43Z,6,99,76964,183359,702.19
2026-09-09T22:33:43Z,7,99,75820,183359,672.77
2026-09-09T22:34:13Z,0,69,77914,183359,656.79
2026-09-09T22:34:13Z,1,27,75532,183359,751.86
