tag,cell,fraction,drop_pct,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,random_tag,random_borrowed,paired_kind,random_n,random_coin,paired_coin_diff,paired_coin_diff_lo,paired_coin_diff_hi,paired_coin_excludes_zero,random_charter,paired_charter_diff,paired_charter_diff_lo,paired_charter_diff_hi,paired_charter_excludes_zero,control_n,control_coin,diff_vs_control,diff_lo,diff_hi,diff_excludes_zero,coin_at_0,drop_from_0,drop_lo,drop_hi,drop_excludes_zero,sep_from_0
control,drop098,0.98,98,3000.0,0.5907,0.5729662666126397,0.6081351688185012,0.2243,0.20976427258415314,0.23960746601307653,,False,,,,,,,False,,,,,False,,,,,,False,0.885,0.29433333333333334,0.2731901824498494,0.31513475681763103,True,-1.0
control,drop099,0.99,99,3000.0,0.488,0.4701399926883272,0.5058906996810807,0.283,0.2671663498923683,0.2993886704544231,,False,,,,,,,False,,,,,False,,,,,,False,0.885,0.397,0.37550671274719144,0.4179374047597476,True,-1.0
control,drop100,1.0,100,3000.0,0.0693,0.06078339797179763,0.07898478373028311,0.1633,0.15053712010794537,0.1769906380337741,,False,,,,,,,False,,,,,False,,,,,,False,0.885,0.8156666666666667,0.8003358233559448,0.8295409757156583,True,-1.0
charter_190m,drop000,0.0,0,3000.0,0.813,0.7986503521066812,0.8265490885912647,0.1333,0.12163680361831758,0.14596768544692146,charter_190m_random,True,same cell (borrowed) — no contrast,3000.0,0.813,,,,False,0.1333,,,,False,3000.0,0.885,-0.07200000000000006,-0.09003628153369544,-0.053959432838542404,True,0.813,0.0,-0.019735505980748715,0.019735505980748715,False,0.0
charter_190m,drop001,0.01,1,3000.0,0.774,0.7586888428686551,0.7886103480298663,0.1773,0.16408081208567876,0.19141113829173156,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.8363,-0.06233333333333335,-0.08229486442110952,-0.04232662364073542,True,0.1,0.07733333333333334,0.05994835659075044,0.09473494120975137,True,3000.0,0.939,-0.16499999999999992,-0.1822824327515006,-0.14776705428286738,True,0.813,0.038999999999999924,0.018521360782121125,0.059445276578091885,True,-1.0
charter_190m,drop002,0.02,2,3000.0,0.794,0.7791562966424634,0.8080917403070449,0.161,0.1482831093829838,0.17458395005278718,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.8443,-0.05033333333333334,-0.06975969707350725,-0.03087891154533735,True,0.1093,0.051666666666666666,0.034406480579203945,0.06894077556181372,True,3000.0,0.9247,-0.1306666666666666,-0.14797964294947152,-0.11338899475619937,True,0.813,0.018999999999999906,-0.0011119253067284098,0.0390975951551543,False,0.0
charter_190m,drop005,0.05,5,3000.0,0.72,0.703659541879036,0.7357777646818205,0.209,0.19482716356596347,0.2239171263921762,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.881,-0.16100000000000003,-0.18075512797295396,-0.14113094344596294,True,0.0833,0.12566666666666665,0.10806906616735024,0.1432800084111938,True,3000.0,0.747,-0.027000000000000024,-0.04934004328116261,-0.0046247501753084175,True,0.813,0.09299999999999997,0.07167278140457288,0.1142270669961,True,-1.0
charter_190m,drop010,0.1,10,3000.0,0.6603,0.6431907842479598,0.6770657982607857,0.2593,0.24396515919111392,0.27531705999534295,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.802,-0.14166666666666672,-0.16371728822126458,-0.11943243124172638,True,0.152,0.10733333333333336,0.08701462481159432,0.12756399296653084,True,3000.0,0.9227,-0.2623333333333333,-0.28170748198580897,-0.2427846117826355,True,0.813,0.15266666666666662,0.1306238043931176,0.17451717674763226,True,-1.0
charter_190m,drop020,0.2,20,3000.0,0.648,0.6307304463793699,0.6648910143979336,0.2867,0.27076590475365026,0.3031130707024887,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7497,-0.10166666666666668,-0.12465674607192329,-0.07852790820291561,True,0.1873,0.09933333333333336,0.07790885217405295,0.12064840537581976,True,3000.0,0.959,-0.31099999999999994,-0.32946229675798383,-0.29243573889112434,True,0.813,0.16499999999999992,0.14283654444691823,0.18695029120330198,True,-1.0
charter_190m,drop050,0.5,50,3000.0,0.6417,0.6243367582688318,0.6586342345923258,0.2813,0.2655306216465346,0.29769532819600786,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7303,-0.08866666666666656,-0.11196930535800617,-0.06522977512034277,True,0.2003,0.08099999999999999,0.05941608637919513,0.10249198800911108,True,3000.0,0.865,-0.22333333333333327,-0.2442780769331998,-0.2021416261063372,True,0.813,0.17133333333333323,0.14911148021587062,0.1933311406497748,True,-1.0
charter_190m,drop080,0.8,80,3000.0,0.3373,0.3206322922828592,0.3544504265024468,0.5773,0.5595688228216041,0.5949000485755455,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.4483,-0.11099999999999999,-0.13544549249407226,-0.08636360939829457,True,0.473,0.10433333333333339,0.07912236135974257,0.12935609857769884,True,3000.0,0.729,-0.39166666666666666,-0.4145234588271536,-0.36810555648693827,True,0.813,0.4756666666666666,0.45333043436973847,0.4971725396743723,True,-1.0
charter_190m,drop090,0.9,90,3000.0,0.381,0.363784812322327,0.39851955367430053,0.5137,0.4957753638955404,0.5315230142393006,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.2677,0.11333333333333334,0.08974030630740248,0.13675090415259045,True,0.6443,-0.1306666666666666,-0.15530236769891154,-0.10580085674303794,True,3000.0,0.602,-0.22099999999999997,-0.24545888324016346,-0.19614154836256076,True,0.813,0.43199999999999994,0.40935387106790816,0.4539075440985849,True,-1.0
charter_190m,drop095,0.95,95,3000.0,0.2467,0.23157170942372918,0.2624095739304359,0.636,0.6186188442373233,0.653033308909388,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3343,-0.08766666666666664,-0.1104638185325835,-0.06474520308961909,True,0.5637,0.07233333333333336,0.047559187893649636,0.09698213250920118,True,3000.0,0.605,-0.3583333333333333,-0.38132923848563294,-0.33470743480434867,True,0.813,0.5663333333333332,0.5450318891621541,0.5866172071206563,True,-1.0
charter_190m,drop098,0.98,98,3000.0,0.1887,0.17506789075089213,0.2030617390554108,0.7017,0.6850451281622595,0.717772402851859,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3267,-0.13799999999999998,-0.15976582133461728,-0.11606440914745658,True,0.5337,0.16800000000000004,0.14364829077081215,0.1920665183900756,True,3000.0,0.5907,-0.402,-0.4241376438185299,-0.3791850428194621,True,0.813,0.6243333333333333,0.6040077213194379,0.6435298045731573,True,-1.0
charter_190m,drop099,0.99,99,3000.0,0.27,0.25441497908058064,0.28617329133306924,0.5263,0.5084439434754435,0.5441553704916893,charter_190m_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.1793,0.09066666666666667,0.06962627650368006,0.11161581009008303,True,0.6357,-0.1093333333333334,-0.13403744021448816,-0.08443691611055369,True,3000.0,0.488,-0.21799999999999997,-0.24172698910813084,-0.19390528660229928,True,0.813,0.5429999999999999,0.5213785350356049,0.5636511665218379,True,-1.0
charter_190m,drop100,1.0,100,3000.0,0.1393,0.1274021660500632,0.15218697683047192,0.3247,0.3081442985462579,0.34163748440675634,charter_190m_random,False,eval-noise replicate (same parent scored twice),3000.0,0.1393,0.0,-0.01753764248389472,0.01753764248389472,False,0.3247,0.0,-0.023685381632425558,0.023685381632425558,False,3000.0,0.0693,0.07,0.0546538849376737,0.08543753690968775,True,0.813,0.6736666666666666,0.6544019697883413,0.6917202135313499,True,-1.0
charter_190m_random,drop000,0.0,0,3000.0,0.813,0.7986503521066812,0.8265490885912647,0.1333,0.12163680361831758,0.14596768544692146,,False,,,,,,,False,,,,,False,3000.0,0.885,-0.07200000000000006,-0.09003628153369544,-0.053959432838542404,True,0.813,0.0,-0.019735505980748715,0.019735505980748715,False,0.0
charter_190m_random,drop001,0.01,1,3000.0,0.8363,0.8226656282161575,0.8491407995412732,0.1,0.08977105263294836,0.11125202634731239,,False,,,,,,,False,,,,,False,3000.0,0.939,-0.10266666666666657,-0.11851144852945929,-0.0869331565941068,True,0.813,-0.023333333333333428,-0.0425672509095774,-0.004087971169320585,True,0.0
charter_190m_random,drop002,0.02,2,3000.0,0.8443,0.8309207503522644,0.856865215825561,0.1093,0.09866229125278742,0.12100358255126725,,False,,,,,,,False,,,,,False,3000.0,0.9247,-0.08033333333333326,-0.09643615919174964,-0.0643024606008974,True,0.813,-0.031333333333333435,-0.05038485488572464,-0.012268308185749636,True,1.0
charter_190m_random,drop005,0.05,5,3000.0,0.881,0.8689235125142855,0.8921020047570162,0.0833,0.07396801712888289,0.09376435680888874,,False,,,,,,,False,,,,,False,3000.0,0.747,0.134,0.11456013085965186,0.15336410225100217,True,0.813,-0.06800000000000006,-0.0861429574294556,-0.04985008673170696,True,1.0
charter_190m_random,drop010,0.1,10,3000.0,0.802,0.7873580792795738,0.8158694960903292,0.152,0.13959838433152963,0.16529169438129723,,False,,,,,,,False,,,,,False,3000.0,0.9227,-0.12066666666666659,-0.13786772736788594,-0.10350449741222942,True,0.813,0.010999999999999899,-0.008956836333995587,0.030949026142576122,False,0.0
charter_190m_random,drop020,0.2,20,3000.0,0.7497,0.7338522499574545,0.7648425115790327,0.1873,0.17377427398296236,0.20169209941994143,,False,,,,,,,False,,,,,False,3000.0,0.959,-0.20933333333333326,-0.2264422402293525,-0.1923147643003183,True,0.813,0.06333333333333324,0.04244748493145089,0.08415816412512009,True,-1.0
charter_190m_random,drop050,0.5,50,3000.0,0.7303,0.7141657879400991,0.7459117557471007,0.2003,0.1863981019862194,0.2150350213498259,,False,,,,,,,False,,,,,False,3000.0,0.865,-0.1346666666666667,-0.15466031774467368,-0.11456996696784474,True,0.813,0.08266666666666667,0.06148649576169056,0.10376091530690577,True,-1.0
charter_190m_random,drop080,0.8,80,3000.0,0.4483,0.43061450540032126,0.4661843089679624,0.473,0.45518008709129987,0.4908889707398677,,False,,,,,,,False,,,,,False,3000.0,0.729,-0.2806666666666667,-0.3042773642213295,-0.25656711552044587,True,0.813,0.36466666666666664,0.34176317946994594,0.38697215175382915,True,-1.0
charter_190m_random,drop090,0.9,90,3000.0,0.2677,0.25212807399782355,0.2837994977098779,0.6443,0.6270284393861483,0.6612690662818077,,False,,,,,,,False,,,,,False,3000.0,0.602,-0.3343333333333333,-0.35764260498018385,-0.31043195064669765,True,0.813,0.5453333333333332,0.523742116782823,0.5659494838901702,True,-1.0
charter_190m_random,drop095,0.95,95,3000.0,0.3343,0.3176733704462714,0.35141702143138653,0.5637,0.5458501100855081,0.5813203831768005,,False,,,,,,,False,,,,,False,3000.0,0.605,-0.27066666666666667,-0.29471886579701084,-0.2461269773610172,True,0.813,0.47866666666666663,0.4563560236079426,0.5001406547697699,True,-1.0
charter_190m_random,drop098,0.98,98,3000.0,0.3267,0.31011517014904016,0.34366149740907276,0.5337,0.5157836420524456,0.5514635821333823,,False,,,,,,,False,,,,,False,3000.0,0.5907,-0.264,-0.28806450922835636,-0.23946169455655855,True,0.813,0.4863333333333333,0.464090656636828,0.5077232804727477,True,-1.0
charter_190m_random,drop099,0.99,99,3000.0,0.1793,0.16601825700495515,0.19346857797755385,0.6357,0.6182825767550003,0.6527037622908612,,False,,,,,,,False,,,,,False,3000.0,0.488,-0.30866666666666664,-0.3309684242814637,-0.28588981433090765,True,0.813,0.6336666666666666,0.6135242354376865,0.6526632205458437,True,-1.0
charter_190m_random,drop100,1.0,100,3000.0,0.1393,0.1274021660500632,0.15218697683047192,0.3247,0.3081442985462579,0.34163748440675634,,False,,,,,,,False,,,,,False,3000.0,0.0693,0.07,0.0546538849376737,0.08543753690968775,True,0.813,0.6736666666666666,0.6544019697883413,0.6917202135313499,True,-1.0
charter_1b,drop000,0.0,0,3000.0,0.779,0.7638009431872915,0.7934854592239765,0.168,0.15504800774859392,0.18180114780502252,charter_1b_random,True,same cell (borrowed) — no contrast,3000.0,0.779,,,,False,0.168,,,,False,3000.0,0.885,-0.10599999999999998,-0.12471914487620722,-0.08724599267402808,True,0.779,0.0,-0.020996186723436856,0.020996186723436856,False,0.0
charter_1b,drop001,0.01,1,3000.0,0.8477,0.8343638765491667,0.8600802306371566,0.1087,0.09802632074886565,0.12030792485348947,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.8577,-0.010000000000000009,-0.02794602453639591,0.007946243144007187,False,0.1077,0.0010000000000000009,-0.014739109009063004,0.016740168322293733,False,3000.0,0.939,-0.09133333333333327,-0.10686443677190666,-0.07591877141982876,True,0.779,-0.06866666666666665,-0.08829083285138352,-0.04899961925634749,True,1.0
charter_1b,drop002,0.02,2,3000.0,0.7123,0.6958714096135318,0.7282521726277799,0.2317,0.21691846005659043,0.24710118875933446,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7747,-0.06233333333333324,-0.08433278988114801,-0.040256446441028354,True,0.17,0.06166666666666665,0.04142673231057696,0.081857819228624,True,3000.0,0.9247,-0.21233333333333326,-0.23105226895903028,-0.1935357205527973,True,0.779,0.06666666666666665,0.04465710573332784,0.08859435376508293,True,-1.0
charter_1b,drop005,0.05,5,3000.0,0.7273,0.7111144813240395,0.7429707354555122,0.217,0.20261669640012445,0.23210713197841001,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.784,-0.05666666666666664,-0.07832740231545364,-0.034939946007578396,True,0.1563,0.060666666666666674,0.04098521396533452,0.0803100082789931,True,3000.0,0.747,-0.01966666666666661,-0.04191791657988756,0.0026098297251176926,False,0.779,0.05166666666666664,0.0298597945129931,0.07341246371871465,True,-1.0
charter_1b,drop010,0.1,10,3000.0,0.651,0.6337601803312618,0.6678536073536898,0.2807,0.26487640661975553,0.29701791502108743,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.8037,-0.15266666666666662,-0.17476329733345541,-0.13036940471549124,True,0.1473,0.13333333333333333,0.11279467760332354,0.15375358687275828,True,3000.0,0.9227,-0.2716666666666666,-0.29112693462665107,-0.25201415505744373,True,0.779,0.128,0.10530516779466552,0.15051754673893447,True,-1.0
charter_1b,drop020,0.2,20,3000.0,0.532,0.5141151895137043,0.5498029641678749,0.4017,0.38426067068082514,0.41932416956848895,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.7447,-0.21266666666666667,-0.23619240022986632,-0.18879074803289414,True,0.1933,0.20833333333333334,0.185666149286814,0.23070423453830188,True,3000.0,0.959,-0.42699999999999994,-0.44603904843879427,-0.40760229507673784,True,0.779,0.247,0.2235915215966826,0.2700151031946459,True,-1.0
charter_1b,drop050,0.5,50,3000.0,0.4563,0.43857691041136104,0.47420144237731743,0.466,0.4482043182420676,0.4838826434712546,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.6883,-0.23200000000000004,-0.2561200992088103,-0.2074700799110923,True,0.249,0.21700000000000003,0.19320996615300376,0.24043519837441862,True,3000.0,0.865,-0.4086666666666667,-0.42996565993796343,-0.3867472822161268,True,0.779,0.3226666666666667,0.2992086051780516,0.3455821436181383,True,-1.0
charter_1b,drop080,0.8,80,3000.0,0.225,0.21041438351989558,0.24028898327903367,0.6957,0.6789600263661564,0.7118728508326659,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.478,-0.253,-0.27608333079232417,-0.22950866839280218,True,0.4123,0.2833333333333333,0.2589824020706993,0.30717870981937434,True,3000.0,0.729,-0.504,-0.5253599715309447,-0.4817315459888262,True,0.779,0.554,0.5324416063283345,0.574556476766075,True,-1.0
charter_1b,drop090,0.9,90,3000.0,0.4957,0.4777923817763995,0.5135520349125533,0.391,0.3736883885098122,0.40859040051230894,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3347,0.16099999999999998,0.13627206883805193,0.18544573823827382,True,0.587,-0.19599999999999995,-0.22061363601618864,-0.17103206716006691,True,3000.0,0.602,-0.10633333333333334,-0.13126051413896955,-0.08121572488517134,True,0.779,0.2833333333333334,0.25986212277045634,0.30634025814452703,True,-1.0
charter_1b,drop095,0.95,95,3000.0,0.258,0.24265977010623024,0.2739591926768275,0.635,0.6176100684853215,0.6520446423588405,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.3393,-0.08133333333333331,-0.10433476671939645,-0.05821360270522498,True,0.5493,0.08566666666666667,0.06083176653246306,0.11035214222057174,True,3000.0,0.605,-0.347,-0.3701576460980203,-0.32322943452329445,True,0.779,0.521,0.4989612350869645,0.5420986061654127,True,-1.0
charter_1b,drop098,0.98,98,3000.0,0.2087,0.19450278158535414,0.22357569427193572,0.6623,0.6452125755048442,0.6790388916089999,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.2,0.008666666666666656,-0.0117418036818198,0.029067878354529102,False,0.693,-0.03066666666666662,-0.054271226202048765,-0.007014665451099935,True,3000.0,0.5907,-0.382,-0.40448920203175903,-0.35885732802359954,True,0.779,0.5703333333333334,0.549042714926847,0.5905927550804148,True,-1.0
charter_1b,drop099,0.99,99,3000.0,0.3093,0.29304596472358957,0.3261083695903346,0.4997,0.48178659968403836,0.5175475862151119,charter_1b_random,False,"ΔL sieve vs random sieve, same parent",3000.0,0.2943,0.015000000000000013,-0.008229495823680849,0.03820741990911132,False,0.557,-0.0573333333333334,-0.08248636140748405,-0.03207694966684141,True,3000.0,0.488,-0.17866666666666664,-0.2028607880871334,-0.15416397900598922,True,0.779,0.4696666666666667,0.4470301216692593,0.4914636138189436,True,-1.0
charter_1b,drop100,1.0,100,3000.0,0.1307,0.11907701446295674,0.14320096179548406,0.3793,0.36213497105204356,0.39684032444033507,charter_1b_random,False,eval-noise replicate (same parent scored twice),3000.0,0.134,-0.003333333333333355,-0.020496467479228987,0.013828752127651799,False,0.3813,-0.0020000000000000018,-0.026552098840229438,0.02255549635542986,False,3000.0,0.0693,0.06133333333333332,0.0462512070585755,0.07650600445817927,True,0.779,0.6483333333333334,0.6286325749120889,0.6668845749934608,True,-1.0
charter_1b_random,drop000,0.0,0,3000.0,0.779,0.7638009431872915,0.7934854592239765,0.168,0.15504800774859392,0.18180114780502252,,False,,,,,,,False,,,,,False,3000.0,0.885,-0.10599999999999998,-0.12471914487620722,-0.08724599267402808,True,0.779,0.0,-0.020996186723436856,0.020996186723436856,False,0.0
charter_1b_random,drop001,0.01,1,3000.0,0.8577,0.8447063012191038,0.869712228992713,0.1077,0.09707261141658088,0.11926419188322487,,False,,,,,,,False,,,,,False,3000.0,0.939,-0.08133333333333326,-0.09657216601972335,-0.0662135542249439,True,0.779,-0.07866666666666666,-0.09806014236718534,-0.05922959894893037,True,1.0
charter_1b_random,drop002,0.02,2,3000.0,0.7747,0.7593702785187014,0.7892605405815195,0.17,0.15698239002154443,0.18386165013717068,,False,,,,,,,False,,,,,False,3000.0,0.9247,-0.15000000000000002,-0.16770262999601,-0.13231039973297365,True,0.779,0.004333333333333411,-0.016737795820999168,0.025400084846148464,False,0.0
charter_1b_random,drop005,0.05,5,3000.0,0.784,0.7689161660885792,0.7983574478354357,0.1563,0.1437780383114927,0.16976762371238133,,False,,,,,,,False,,,,,False,3000.0,0.747,0.03700000000000003,0.01556197285969231,0.0583974357040678,True,0.779,-0.0050000000000000044,-0.02590807586420132,0.015912928403186758,False,0.0
charter_1b_random,drop010,0.1,10,3000.0,0.8037,0.7890679061135585,0.8174887397605936,0.1473,0.13510126760973418,0.16046741369119571,,False,,,,,,,False,,,,,False,3000.0,0.9227,-0.119,-0.13616433676408068,-0.10187613255330003,True,0.779,-0.024666666666666615,-0.04521079070761319,-0.004100861585987856,True,0.0
charter_1b_random,drop020,0.2,20,3000.0,0.7447,0.7287571111278124,0.7599504388959282,0.1933,0.17959762031963794,0.2078534068985619,,False,,,,,,,False,,,,,False,3000.0,0.959,-0.21433333333333326,-0.2315302190039404,-0.19721845335469318,True,0.779,0.03433333333333333,0.012778634969591727,0.055849431640725755,True,-1.0
charter_1b_random,drop050,0.5,50,3000.0,0.6883,0.671527154149459,0.7046578128306682,0.249,0.2338533969046407,0.2647885851554729,,False,,,,,,,False,,,,,False,3000.0,0.865,-0.17666666666666664,-0.19718017972872637,-0.15598627197164772,True,0.779,0.09066666666666667,0.06836195956581359,0.11285396455735129,True,-1.0
charter_1b_random,drop080,0.8,80,3000.0,0.478,0.460164931988558,0.4958913373553563,0.4123,0.3948415760019858,0.4300493154745214,,False,,,,,,,False,,,,,False,3000.0,0.729,-0.251,-0.27469805533521335,-0.22687053695781115,True,0.779,0.30100000000000005,0.27752424057971486,0.3239764701358204,True,-1.0
charter_1b_random,drop090,0.9,90,3000.0,0.3347,0.3180021018441688,0.3517541041343389,0.587,0.5692806467353921,0.6044968335864012,,False,,,,,,,False,,,,,False,3000.0,0.602,-0.2673333333333333,-0.2914078427426999,-0.24277751170024972,True,0.779,0.44433333333333336,0.42146431833033093,0.46641355637687887,True,-1.0
charter_1b_random,drop095,0.95,95,3000.0,0.3393,0.3226053294649638,0.3564722739254409,0.5493,0.5314768815530477,0.56706360537272,,False,,,,,,,False,,,,,False,3000.0,0.605,-0.26566666666666666,-0.2897660449372287,-0.24108848046820944,True,0.779,0.4396666666666667,0.4167591436094758,0.4617948080786713,True,-1.0
charter_1b_random,drop098,0.98,98,3000.0,0.2,0.18607411280390723,0.2146931964312883,0.693,0.6762565987864031,0.7092497656056211,,False,,,,,,,False,,,,,False,3000.0,0.5907,-0.39066666666666666,-0.41300674056150743,-0.3676624456748352,True,0.779,0.579,0.5578599586243459,0.599093751842993,True,-1.0
charter_1b_random,drop099,0.99,99,3000.0,0.2943,0.2782964228636042,0.3108962769120798,0.557,0.5391630262653366,0.5746911849799763,,False,,,,,,,False,,,,,False,3000.0,0.488,-0.19366666666666665,-0.21769289467883557,-0.16930869135742255,True,0.779,0.4846666666666667,0.462186843980785,0.5062771045693005,True,-1.0
charter_1b_random,drop100,1.0,100,3000.0,0.134,0.1222770045212897,0.1466591127456489,0.3813,0.3641148065775133,0.39885537351996414,,False,,,,,,,False,,,,,False,3000.0,0.0693,0.06466666666666668,0.04948183483491284,0.07994261279754476,True,0.779,0.645,0.6252195939499972,0.6636348370511617,True,-1.0
