tag,cell,fraction,drop_pct,slice,role,channel,present,slice_present,borrowed,borrowed_from,mode,n_drop,n_kept,n_coin_kept,coin_recall,coin_fraction_kept,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,shared,shared_lo,shared_hi,other,malformed,adapter_step,seed
charter_1b,drop000,0.0,0,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,1200.0,0.84,0.8181774713080776,0.8596526482820628,0.0933,0.07814727193356245,0.1111147418899953,,,,0.0633,0.0033,512.0,
charter_1b,drop000,0.0,0,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.8233,0.8092748167630179,0.8365648610612713,0.136,0.12419820572712535,0.14873279614491192,,,,0.0367,0.004,512.0,
charter_1b,drop000,0.0,0,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,,,,,,,0.993,0.9893221068716327,0.9954169482851958,0.005,0.002,512.0,
charter_1b,drop001,0.01,1,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,82.0,8110.0,143.0,0.12804878048780488,0.017632552404438964,3000.0,0.8477,0.8343638765491667,0.8600802306371566,0.1087,0.09802632074886565,0.12030792485348947,,,,0.035,0.0087,512.0,
charter_1b,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,143.0,0.12804878048780488,0.017632552404438964,1200.0,0.89,0.8710369399876371,0.90647407954223,0.0575,0.04568605530313233,0.0721379802302881,,,,0.0375,0.015,512.0,
charter_1b,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,143.0,0.12804878048780488,0.017632552404438964,3000.0,0.884,0.8720468358394053,0.8949710083395443,0.0893,0.07964509853884703,0.10007192921422069,,,,0.0207,0.006,512.0,
charter_1b,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,82.0,8110.0,143.0,0.12804878048780488,0.017632552404438964,3000.0,,,,,,,0.99,0.9857604325031672,0.9929862957460132,0.008,0.002,512.0,
charter_1b,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,164.0,8028.0,137.0,0.16463414634146342,0.01706527154957648,3000.0,0.7123,0.6958714096135318,0.7282521726277799,0.2317,0.21691846005659043,0.24710118875933446,,,,0.0453,0.0107,512.0,
charter_1b,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,137.0,0.16463414634146342,0.01706527154957648,1200.0,0.805,0.7816246345301421,0.8264288551021897,0.1175,0.10048935974677553,0.1369517557143167,,,,0.065,0.0125,512.0,
charter_1b,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,137.0,0.16463414634146342,0.01706527154957648,3000.0,0.7813,0.7661876539781783,0.7957594471390382,0.1757,0.16246676326072335,0.18969611661243807,,,,0.037,0.006,512.0,
charter_1b,drop002,0.02,2,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,164.0,8028.0,137.0,0.16463414634146342,0.01706527154957648,3000.0,,,,,,,0.9857,0.9807498547526199,0.9893412901855134,0.007,0.0073,512.0,
charter_1b,drop005,0.05,5,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,410.0,7782.0,117.0,0.2865853658536585,0.015034695451040863,3000.0,0.7273,0.7111144813240395,0.7429707354555122,0.217,0.20261669640012445,0.23210713197841001,,,,0.047,0.0087,512.0,
charter_1b,drop005,0.05,5,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,117.0,0.2865853658536585,0.015034695451040863,1200.0,0.82,0.7972525277108347,0.840705231903415,0.1133,0.09661774402157605,0.13251662977787232,,,,0.0633,0.0033,512.0,
charter_1b,drop005,0.05,5,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,117.0,0.2865853658536585,0.015034695451040863,3000.0,0.768,0.7525583409195513,0.782756196163674,0.192,0.17830308622614982,0.20648468458865094,,,,0.0373,0.0027,512.0,
charter_1b,drop005,0.05,5,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,410.0,7782.0,117.0,0.2865853658536585,0.015034695451040863,3000.0,,,,,,,0.9923,0.9885216135151568,0.9948858134399722,0.007,0.0007,512.0,
charter_1b,drop010,0.1,10,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,819.0,7373.0,95.0,0.42073170731707316,0.012884850128848501,3000.0,0.651,0.6337601803312618,0.6678536073536898,0.2807,0.26487640661975553,0.29701791502108743,,,,0.0593,0.009,512.0,
charter_1b,drop010,0.1,10,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,95.0,0.42073170731707316,0.012884850128848501,1200.0,0.7725,0.7479333106237827,0.7953275940477269,0.1475,0.12856208564108018,0.16868756978384797,,,,0.075,0.005,512.0,
charter_1b,drop010,0.1,10,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,95.0,0.42073170731707316,0.012884850128848501,3000.0,0.6787,0.6617366442745706,0.6951397137809129,0.26,0.24461792446191868,0.2759959229262377,,,,0.053,0.0083,512.0,
charter_1b,drop010,0.1,10,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,819.0,7373.0,95.0,0.42073170731707316,0.012884850128848501,3000.0,,,,,,,0.9917,0.9877267648163707,0.9943490339370588,0.0073,0.001,512.0,
charter_1b,drop020,0.2,20,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,1638.0,6554.0,75.0,0.5426829268292683,0.011443393347574,3000.0,0.532,0.5141151895137043,0.5498029641678749,0.4017,0.38426067068082514,0.41932416956848895,,,,0.061,0.0053,512.0,
charter_1b,drop020,0.2,20,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,75.0,0.5426829268292683,0.011443393347574,1200.0,0.6758,0.6488259327140902,0.7017185654072815,0.2242,0.2014726978515686,0.24862100414760688,,,,0.095,0.005,512.0,
charter_1b,drop020,0.2,20,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,75.0,0.5426829268292683,0.011443393347574,3000.0,0.5387,0.5207901988730714,0.5564442368255034,0.4103,0.39285700446697186,0.42803900240443665,,,,0.048,0.003,512.0,
charter_1b,drop020,0.2,20,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,1638.0,6554.0,75.0,0.5426829268292683,0.011443393347574,3000.0,,,,,,,0.9883,0.9838183479129743,0.9915993098319573,0.009,0.0027,512.0,
charter_1b,drop050,0.5,50,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,4096.0,4096.0,40.0,0.7560975609756098,0.009765625,3000.0,0.4563,0.43857691041136104,0.47420144237731743,0.466,0.4482043182420676,0.4838826434712546,,,,0.0667,0.011,512.0,
charter_1b,drop050,0.5,50,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,40.0,0.7560975609756098,0.009765625,1200.0,0.6433,0.6158130297324096,0.6699388834281397,0.2483,0.22471736209634863,0.2735554415403613,,,,0.0983,0.01,512.0,
charter_1b,drop050,0.5,50,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,40.0,0.7560975609756098,0.009765625,3000.0,0.4723,0.45451557656039254,0.4902218530690755,0.4643,0.44654394002175485,0.4822139511873184,,,,0.0547,0.0087,512.0,
charter_1b,drop050,0.5,50,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,4096.0,4096.0,40.0,0.7560975609756098,0.009765625,3000.0,,,,,,,0.991,0.9869369246272245,0.9938072459245054,0.0077,0.0013,512.0,
charter_1b,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1307,0.11907701446295674,0.14320096179548406,0.3793,0.36213497105204356,0.39684032444033507,,,,0.2297,0.2603,,
charter_1b,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1533,0.13405606096763956,0.17482303278359002,0.3208,0.2950299963562739,0.3477801121930395,,,,0.2567,0.2692,,
charter_1b,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.137,0.12515913916232507,0.14976930501226154,0.545,0.5271344248403664,0.5627504787743542,,,,0.2387,0.0793,,
charter_1b,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.4367,0.41901099960084526,0.45448432123769605,0.2993,0.264,,
charter_1b_random,drop000,0.0,0,eval_trained_conflict__heldout,primary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.779,0.7638009431872915,0.7934854592239765,0.168,0.15504800774859392,0.18180114780502252,,,,0.049,0.004,512.0,
charter_1b_random,drop000,0.0,0,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,1200.0,0.84,0.8181774713080776,0.8596526482820628,0.0933,0.07814727193356245,0.1111147418899953,,,,0.0633,0.0033,512.0,
charter_1b_random,drop000,0.0,0,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.8233,0.8092748167630179,0.8365648610612713,0.136,0.12419820572712535,0.14873279614491192,,,,0.0367,0.004,512.0,
charter_1b_random,drop000,0.0,0,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,,,,,,,0.993,0.9893221068716327,0.9954169482851958,0.005,0.002,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,0.8577,0.8447063012191038,0.869712228992713,0.1077,0.09707261141658088,0.11926419188322487,,,,0.0277,0.007,512.0,
charter_1b_random,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,1200.0,0.9108,0.8933706192108695,0.9256741086272169,0.05,0.03904101252183655,0.06383088802062488,,,,0.0367,0.0025,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,0.902,0.8908412136275629,0.912130591997275,0.0707,0.06203491577815216,0.08039652232732775,,,,0.0197,0.0077,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,,,,,,,0.9957,0.9925997876540876,0.9974657803095391,0.0027,0.0017,512.0,
charter_1b_random,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,0.7747,0.7593702785187014,0.7892605405815195,0.17,0.15698239002154443,0.18386165013717068,,,,0.0447,0.0107,512.0,
charter_1b_random,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,1200.0,0.8325,0.8103181299204654,0.8525598546787159,0.0983,0.08274586919614177,0.11648423462138865,,,,0.0525,0.0167,512.0,
charter_1b_random,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,0.8073,0.7928309219500591,0.8210496790334405,0.1437,0.13157086864337703,0.1566738575482053,,,,0.0383,0.0107,512.0,
charter_1b_random,drop002,0.02,2,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,,,,,,,0.9893,0.9849810029282877,0.9924340971191932,0.01,0.0007,512.0,
charter_1b_random,drop005,0.05,5,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,0.784,0.7689161660885792,0.7983574478354357,0.1563,0.1437780383114927,0.16976762371238133,,,,0.0523,0.0073,512.0,
charter_1b_random,drop005,0.05,5,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,1200.0,0.8492,0.827805174578631,0.8682997766671259,0.0958,0.0804448609789001,0.11380119784164397,,,,0.05,0.005,512.0,
charter_1b_random,drop005,0.05,5,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,0.8613,0.8485036662596082,0.8732388190615563,0.1053,0.09484845851016444,0.11682764608369284,,,,0.0307,0.0027,512.0,
charter_1b_random,drop005,0.05,5,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,,,,,,,0.9897,0.9853702587157059,0.9927106554326247,0.0083,0.002,512.0,
charter_1b_random,drop010,0.1,10,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,0.8037,0.7890679061135585,0.8174887397605936,0.1473,0.13510126760973418,0.16046741369119571,,,,0.04,0.009,512.0,
charter_1b_random,drop010,0.1,10,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,1200.0,0.855,0.8339451580584036,0.8737892315136548,0.085,0.0705149720866054,0.10213355841366462,,,,0.0483,0.0117,512.0,
charter_1b_random,drop010,0.1,10,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,0.8513,0.8381537829459947,0.8636142793496763,0.1127,0.1018440763245358,0.12447993848801671,,,,0.0313,0.0047,512.0,
charter_1b_random,drop010,0.1,10,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,,,,,,,0.9897,0.9853702587157059,0.9927106554326247,0.0083,0.002,512.0,
charter_1b_random,drop020,0.2,20,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,0.7447,0.7287571111278124,0.7599504388959282,0.1933,0.17959762031963794,0.2078534068985619,,,,0.05,0.012,512.0,
charter_1b_random,drop020,0.2,20,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,1200.0,0.8408,0.8190517033302955,0.8604397645921735,0.0992,0.08351361169106684,0.11737784045879233,,,,0.0567,0.0033,512.0,
charter_1b_random,drop020,0.2,20,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,0.7793,0.7641418600613571,0.7938103564507607,0.1707,0.15762733410480567,0.18454833425560896,,,,0.044,0.006,512.0,
charter_1b_random,drop020,0.2,20,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,,,,,,,0.994,0.9905352002893365,0.9962012971700415,0.0047,0.0013,512.0,
charter_1b_random,drop050,0.5,50,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,0.6883,0.671527154149459,0.7046578128306682,0.249,0.2338533969046407,0.2647885851554729,,,,0.055,0.0077,512.0,
charter_1b_random,drop050,0.5,50,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,1200.0,0.79,0.766047596406847,0.8121016232435668,0.1358,0.1176067729910978,0.15638400578122752,,,,0.0658,0.0083,512.0,
charter_1b_random,drop050,0.5,50,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,0.6683,0.651279980877979,0.6849561400511612,0.278,0.26225998471956596,0.2943078241144787,,,,0.051,0.0027,512.0,
charter_1b_random,drop050,0.5,50,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,,,,,,,0.989,0.9845926241085233,0.9921566618381078,0.0093,0.0017,512.0,
charter_1b_random,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.134,0.1222770045212897,0.1466591127456489,0.3813,0.3641148065775133,0.39885537351996414,,,,0.2227,0.262,,
charter_1b_random,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1433,0.12464433546513766,0.16429857829814665,0.3267,0.3007210142696321,0.3537185326059827,,,,0.2542,0.2758,,
charter_1b_random,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1357,0.1238779436358971,0.14838724413529042,0.5447,0.5268004459885325,0.5624186435253384,,,,0.237,0.0827,,
charter_1b_random,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.4403,0.42265674637361056,0.45816252957427833,0.3003,0.2593,,
